Size,Traditional,Divide & Conquer, Strassen
8x8,745,56035,38585
16x16,3675,441820,277365
32x32,22965,3557040,1971700
64x64,171495,28302005,13706250
128x128,1359865,226439375,96393710
256x256,14300705,1814616870,677178840
2x2,185,525,185
4x4,265,6915,4655
8x8,750,54765,38465
16x16,3615,437615,276230
32x32,22985,3522590,1951240
64x64,170510,28288765,13733960
128x128,1348255,226481135,96397850
256x256,13926590,1816590260,679057640
2x2,190,525,185
4x4,270,6375,4630
8x8,740,54770,37905
16x16,3595,434045,273915
32x32,23085,3512290,1968770
64x64,170045,28180480,13751580
128x128,1352810,226970505,96445680
256x256,13769085,1813391285,676938000
2x2,175,525,175
4x4,250,6365,4640
8x8,740,54235,38210
16x16,3580,434360,273970
32x32,22915,3499185,1948070
64x64,169810,28258465,13743860
128x128,1370775,226456755,96332800
256x256,14223940,1815218570,678763335
2x2,165,520,220
4x4,270,6380,4645
8x8,755,54355,38205
16x16,3600,435675,273215
32x32,23145,3510965,1945115
64x64,170375,28295310,13783660
128x128,1377930,226954560,96713200
256x256,13746040,1816264540,678662520
2x2,165,515,165
4x4,280,6345,4735
8x8,735,54365,38245
16x16,4100,435510,273150
32x32,22735,3516470,1961520
64x64,172375,28366115,13715130
128x128,1355435,227126250,96617370
256x256,13971580,1815349805,678501180
2x2,170,525,175
4x4,265,6680,4620
8x8,730,54015,37770
16x16,3585,433525,274525
32x32,22825,3501390,1972200
64x64,171070,28222250,13748430
128x128,1365155,227295455,96557590
256x256,13798785,1814557205,679173060
2x2,160,525,175
4x4,255,6300,4615
8x8,730,53875,37880
16x16,3595,435525,275880
32x32,23640,3542045,1962655
64x64,169720,28224005,13683550
128x128,1388680,227188230,96760995
256x256,13895675,1817974050,678476050
2x2,170,535,170
4x4,295,6400,4660
8x8,755,64165,38060
16x16,3635,434960,277165
32x32,22995,3527995,1961145
64x64,170020,28208700,13720035
128x128,1358735,227483660,97067450
256x256,13758520,1815101950,678319270
2x2,175,515,175
4x4,270,6370,4640
8x8,730,54230,38180
16x16,3615,433380,275110
32x32,22945,3508300,1947125
64x64,169220,28427700,13739330
128x128,1363475,226590295,96555950
256x256,13911280,1813686650,677059890
2x2,185,515,180
4x4,265,6300,4775
8x8,735,54475,37665
16x16,3595,434670,271505
32x32,26905,3522150,1957375
64x64,170285,28539700,13656710
128x128,1373695,226487385,96550925
256x256,13957280,1814832330,677502990
2x2,175,635,180
4x4,275,6345,4630
8x8,740,54190,38245
16x16,3620,437780,276265
32x32,23150,3513180,1947050
64x64,169030,28467245,13754105
128x128,1370435,227147100,96843995
256x256,13825185,1819075030,680048745
2x2,175,515,185
4x4,275,6350,4655
8x8,730,55720,38525
16x16,3745,440620,276190
32x32,23055,3541100,1969120
64x64,172205,28467895,13874710
128x128,1406980,227355955,96240250
256x256,13648465,1818832590,678856825
2x2,170,530,190
4x4,260,6430,4815
8x8,740,54685,37855
16x16,3880,440745,277995
32x32,22870,3568180,1950585
64x64,170045,28448585,13761690
128x128,1352290,226795665,96176820
256x256,13867800,1817291090,678186985
2x2,205,520,160
4x4,275,6280,4585
8x8,735,53995,37700
16x16,3600,434820,273655
32x32,22900,3515465,1944030
64x64,170060,28219535,13654775
128x128,1350090,226863125,96831690
256x256,13071355,1825282990,679831570
2x2,195,530,165
4x4,270,6390,4650
8x8,735,55685,38045
16x16,3625,437495,277475
32x32,22775,3551555,1961725
64x64,169435,28257595,13830245
128x128,1374885,226667875,96372445
256x256,13036080,1815320595,678934090
2x2,165,515,170
4x4,300,6295,4635
8x8,740,54355,37955
16x16,3605,437790,274530
32x32,22915,3553535,1965790
64x64,172155,28355090,13774095
128x128,1360195,226897390,96761395
256x256,12837795,1814609000,678160605
2x2,170,525,200
4x4,265,6340,4625
8x8,730,54530,37630
16x16,3605,435000,274015
32x32,22795,3511580,1949190
64x64,169400,28250895,13686980
128x128,1370715,226741250,96777265
256x256,12995765,1817680400,679497320
2x2,170,535,195
4x4,270,6365,4625
8x8,750,54115,37960
16x16,3615,434730,274445
32x32,22795,3508000,1960620
64x64,170075,28334645,13895980
128x128,1377735,226904775,96749450
256x256,12950190,1815300290,679220015
2x2,170,525,180
4x4,265,6385,4655
8x8,775,54775,38020
16x16,3685,435185,276830
32x32,22760,3517475,1942070
64x64,170665,28371975,13763920
128x128,1347735,226608570,96741065
256x256,12803125,1818220850,677641440
2x2,165,505,185
4x4,285,6340,4650
8x8,740,54750,39190
16x16,3635,439085,277880
32x32,24095,3542160,1978515
64x64,173100,28307305,13746170
128x128,1349235,227029620,96398530
256x256,12964250,1816527770,678088610
2x2,185,525,190
4x4,240,6455,4685
8x8,740,54830,38090
16x16,3655,441065,277855
32x32,23105,3539735,1984340
64x64,171695,28333775,13702250
128x128,1350720,227331500,96388480
256x256,12991880,1816980320,678245040
2x2,165,515,175
4x4,255,6350,4770
8x8,745,54050,37720
16x16,3995,437145,276850
32x32,22855,3519120,1953210
64x64,170435,28259610,13729760
128x128,1371530,227139935,96486980
256x256,13197765,1815333285,678619075
2x2,165,520,185
4x4,240,6380,4655
8x8,740,54730,38205
16x16,3640,439975,280735
32x32,22845,3529150,1950655
64x64,169880,28350945,13897180
128x128,1371630,227165790,96609375
256x256,12953830,1817296870,678153090
2x2,155,530,200
4x4,260,6430,4685
8x8,755,56790,38300
16x16,3760,438590,281710
32x32,23060,3584795,1961855
64x64,171040,28456560,13748410
128x128,1375385,227503855,96460820
256x256,12838660,1816374785,678446370
2x2,175,530,175
4x4,260,6395,4660
8x8,745,54955,38240
16x16,3625,435760,277710
32x32,22990,3525170,1971075
64x64,170445,28320750,13705195
128x128,1360420,226923110,96584075
256x256,12768285,1814377090,678654325
2x2,185,515,175
4x4,300,6315,4745
8x8,925,53830,38120
16x16,3615,441170,277220
32x32,23010,3504650,1940080
64x64,170635,28253570,13723310
128x128,1349250,226830330,96511735
256x256,13156755,1815509610,678181355
2x2,175,515,170
4x4,270,6380,4655
8x8,790,53910,37830
16x16,3645,438225,273585
32x32,22990,3522490,1976940
64x64,170490,28215465,13738710
128x128,1376945,226808795,96688800
256x256,12812610,1816007955,677722905
2x2,160,510,185
4x4,285,6390,4820
8x8,740,54810,38270
16x16,3645,439295,276825
32x32,23005,3536210,1996315
64x64,171110,28291395,13726095
128x128,1358600,226640725,96708575
256x256,13111445,1820565485,677795585
2x2,160,540,160
4x4,290,6420,4760
8x8,750,55365,38105
16x16,3665,442220,278060
32x32,22950,3555630,1945840
64x64,170800,28312880,13858230
128x128,1378825,226596195,96836915
256x256,12829615,1815612650,677805685
2x2,165,510,175
4x4,255,6340,4735
8x8,730,53855,37770
16x16,3610,433085,274700
32x32,22930,3509900,1947320
64x64,169675,28406990,13802040
128x128,1361845,227149475,96635665
256x256,12962835,1820986745,679460720
2x2,180,560,175
4x4,295,6530,4835
8x8,745,55875,38715
16x16,3620,446225,280940
32x32,23280,3605245,1980125
64x64,171305,28339765,13762085
128x128,1383650,227074740,96742655
256x256,12996675,1816363665,677651830
2x2,180,535,175
4x4,265,6515,4860
8x8,770,54470,39045
16x16,3620,437470,275735
32x32,22795,3532210,1943540
64x64,169245,28245810,13913290
128x128,1357020,226773190,96427435
256x256,13096260,1816125615,677654865
2x2,160,530,160
4x4,255,6365,4840
8x8,745,54655,38575
16x16,3600,435775,274780
32x32,22690,3522875,1950090
64x64,169505,28309185,13782945
128x128,1360040,226529785,96276600
256x256,12878045,1816839435,678033240
2x2,180,515,180
4x4,260,6685,4595
8x8,740,54295,40070
16x16,3595,434630,273545
32x32,22810,3517940,1949000
64x64,170365,28336005,13738765
128x128,1370085,226763440,96234045
256x256,13014050,1815282320,680802175
2x2,180,505,170
4x4,300,6410,4655
8x8,755,54585,40660
16x16,3625,578420,275480
32x32,23010,3562875,1953860
64x64,169990,28482550,13793475
128x128,1378590,226790990,96396970
256x256,13195605,1817234060,678589530
2x2,180,510,170
4x4,305,6550,4790
8x8,730,54050,37815
16x16,3645,436685,277280
32x32,22855,3532590,1967930
64x64,171130,28403360,13710005
128x128,1356740,227001020,96613775
256x256,13032315,1817875935,677697070
2x2,170,520,185
4x4,270,6475,4650
8x8,755,54750,38475
16x16,3645,438860,277385
32x32,23050,3522275,1952195
64x64,170385,28415085,13759120
128x128,1355320,227960545,96939720
256x256,12958520,1816589975,677376195
2x2,160,525,185
4x4,300,6680,4695
8x8,735,54310,38430
16x16,3610,437960,276460
32x32,22795,3549150,1956735
64x64,170620,28369570,13787755
128x128,1352640,226907125,96896835
256x256,13017440,1816417735,677095785
2x2,190,520,185
4x4,275,6420,4780
8x8,755,54030,37645
16x16,3605,433420,274450
32x32,22730,3494920,1971765
64x64,169985,28311695,13882935
128x128,1371125,226831010,97266170
256x256,12935270,1817013830,678086655
2x2,175,510,170
4x4,275,6650,4630
8x8,730,53725,37470
16x16,3625,434330,273875
32x32,22850,3529770,1972915
64x64,174060,28487230,13760525
128x128,1403225,226860920,96485075
256x256,13096525,1817674870,677968900
2x2,190,515,175
4x4,270,6465,4660
8x8,740,54470,38240
16x16,3605,436885,275540
32x32,22935,3532020,1948160
64x64,170220,28326015,13782190
128x128,1333960,226481265,96495395
256x256,12734495,1817369475,678481905
2x2,180,500,180
4x4,270,6625,4760
8x8,825,54325,38250
16x16,3610,437255,276680
32x32,22890,3525980,1947105
64x64,170685,28362515,13715850
128x128,1350535,226763180,96338605
256x256,13079330,1816930330,678372835
2x2,180,590,185
4x4,300,6450,4685
8x8,745,55315,38425
16x16,3660,442320,278225
32x32,23205,3509755,1970015
64x64,169175,28336980,13850345
128x128,1410600,226790680,96716395
256x256,12899180,1815884350,678816545
2x2,175,525,180
4x4,265,6340,4620
8x8,745,54190,38055
16x16,3640,434705,275060
32x32,22985,3545275,1967935
64x64,172050,28415025,13792535
128x128,1355500,228004200,96245830
256x256,13254475,1816158160,677290205
2x2,160,525,170
4x4,295,6390,4620
8x8,730,54315,38155
16x16,3615,435845,275380
32x32,22955,3499620,1939960
64x64,168770,28331430,13712320
128x128,1443075,226634750,96471850
256x256,13557685,1816449255,678282690
2x2,185,520,175
4x4,255,6350,4635
8x8,730,53695,37915
16x16,3610,433840,274180
32x32,23030,3507970,1945040
64x64,169455,28333835,13738510
128x128,1367560,227099500,96991760
256x256,13917100,1816637390,677858910
2x2,185,530,170
4x4,265,6300,5910
8x8,800,55020,38345
16x16,4120,437970,277510
32x32,22925,3531115,1949790
64x64,169765,28214490,13741900
128x128,1346725,226854115,96794255
256x256,13910660,1818909945,680124585
2x2,160,520,180
4x4,285,6355,4720
8x8,745,53935,38065
16x16,3760,437250,276400
32x32,22820,3506540,1942670
64x64,170390,28256080,13860685
128x128,1369415,227674685,96794295
256x256,13623380,1816668985,678568060
2x2,175,520,170
4x4,295,6395,4655
8x8,735,54910,38155
16x16,3655,436000,275665
32x32,22710,3538550,1946745
64x64,169255,28486750,13845275
128x128,1382250,227100940,96602985
256x256,13726915,1814612260,677049300
2x2,200,510,215
4x4,220,6385,4665
8x8,745,55005,38840
16x16,3725,442945,278825
32x32,23230,3537725,1968190
64x64,170955,28404310,13780210
128x128,1379710,226473125,96420280
256x256,13555570,1813877530,676956895
2x2,180,525,175
4x4,255,6745,5935
8x8,750,55275,38210
16x16,3615,434890,276185
32x32,22840,3547075,1959985
64x64,170815,28301685,13710380
128x128,1347480,226157830,96444890
256x256,13689910,1812353190,677383050
2x2,160,515,175
4x4,225,6275,4615
8x8,740,53850,38020
16x16,3605,434195,273810
32x32,23055,3508180,1949480
64x64,170915,28270680,13756420
128x128,1354000,226653675,96368720
256x256,13823215,1814486810,676835620
2x2,180,520,175
4x4,285,6480,4640
8x8,745,54295,37785
16x16,3620,434630,275990
32x32,22770,3524900,1954145
64x64,169070,28325965,13750485
128x128,1347645,226309190,96537425
256x256,14230490,1813011815,677187540
2x2,190,510,185
4x4,255,6285,4585
8x8,740,53875,37770
16x16,3610,434960,274740
32x32,23035,3506940,1972110
64x64,171050,28259300,13674700
128x128,1361855,226418945,96678935
256x256,13067850,1816780130,677627495
2x2,170,510,175
4x4,260,7190,4645
8x8,730,54455,38080
16x16,3595,436745,275885
32x32,22970,3541255,1958560
64x64,169365,28377610,13749750
128x128,1360110,226671515,96505570
256x256,13706015,1813780275,677785100
2x2,195,525,180
4x4,280,6390,4710
8x8,750,54905,38535
16x16,3640,438060,276700
32x32,22965,3561010,1950345
64x64,169175,28191735,13766395
128x128,1353500,226564325,96362225
256x256,13955110,1814163710,678006660
2x2,165,505,165
4x4,265,6405,4670
8x8,745,54805,38315
16x16,3645,435780,275405
32x32,23160,3509895,1979720
64x64,169790,28350795,13712615
128x128,1373670,227115440,96475580
256x256,13581615,1818215400,684456815
2x2,185,525,180
4x4,275,6605,4630
8x8,745,53610,37770
16x16,3615,437150,275575
32x32,22820,3527240,1951250
64x64,170545,28503365,13810840
128x128,1360895,227708535,96884040
256x256,13905520,1815553985,676815670
2x2,175,515,185
4x4,275,6440,4585
8x8,740,54150,37315
16x16,3730,433410,275370
32x32,22840,3547440,1949850
64x64,169805,28263435,13683680
128x128,1346875,226526335,96634515
256x256,13717425,1817300545,677386700
2x2,175,525,175
4x4,270,6340,4635
8x8,735,54210,38365
16x16,3655,433020,274305
32x32,22880,3508370,1939820
64x64,169230,28261110,13845470
128x128,1353895,226262830,96659975
256x256,13819705,1813846425,676836630
2x2,155,530,180
4x4,260,6395,4670
8x8,740,54355,38310
16x16,3665,436620,275920
32x32,23105,3521345,1943745
64x64,170125,28477145,13734270
128x128,1349810,226989310,96339685
256x256,16892040,1813215860,676050090
2x2,175,515,180
4x4,300,6420,4710
8x8,745,54975,38590
16x16,3685,440730,278920
32x32,23290,3571770,1960065
64x64,171670,28474015,13717935
128x128,1374570,226821040,96334300
256x256,13553460,1815992950,678774075
2x2,160,505,175
4x4,275,6235,4555
8x8,740,54245,37850
16x16,3635,436230,276310
32x32,22935,3520880,1950785
64x64,171020,28317805,13874060
128x128,1356745,226709820,96529105
256x256,13678660,1816333420,678515630
2x2,175,530,175
4x4,270,6355,4630
8x8,795,55120,37975
16x16,3615,435235,276735
32x32,22955,3530295,1965535
64x64,171420,28207995,13695610
128x128,1361350,227019500,96967465
256x256,14051095,1816524360,677721370
2x2,165,525,160
4x4,275,6675,4635
8x8,740,54585,38275
16x16,3770,436595,274855
32x32,23030,3518800,1978255
64x64,170215,28344260,13775900
128x128,1360780,227103600,96373655
256x256,13997815,1814564410,677741825
2x2,170,515,185
4x4,265,6340,4630
8x8,730,54185,37980
16x16,3580,436040,274795
32x32,23185,3506870,1939835
64x64,169635,28131330,13784000
128x128,1357380,226483075,96275165
256x256,13876995,1815951010,676838360
2x2,165,525,190
4x4,300,6840,4690
8x8,765,55020,38490
16x16,3655,443785,280240
32x32,23445,3586755,1969985
64x64,171185,28599095,13780140
128x128,1345020,226313150,96344405
256x256,13731395,1814448330,677999735
2x2,170,520,185
4x4,275,6340,4630
8x8,735,54215,37815
16x16,3610,434215,273965
32x32,22835,3508920,1967545
64x64,169940,28280020,13722350
128x128,1345310,226591930,96345570
256x256,13706530,1813685805,677429480
2x2,170,525,180
4x4,280,6375,4660
8x8,745,54630,38295
16x16,3645,435060,273200
32x32,23020,3500535,1946675
64x64,170425,28213965,13692140
128x128,1374595,226821885,96311150
256x256,14069815,1813658245,678825280
2x2,165,520,175
4x4,270,6350,4625
8x8,735,54260,38435
16x16,3600,435570,275875
32x32,22755,3544410,1946275
64x64,170825,28225975,13775415
128x128,1350050,226900570,96431885
256x256,13891530,1812958570,677185360
2x2,175,515,175
4x4,275,6365,4785
8x8,740,54560,37920
16x16,3750,433040,273575
32x32,22790,3509970,1968450
64x64,170105,28398935,13705450
128x128,1369940,227348960,96748860
256x256,13791480,1813881750,677022920
2x2,175,520,170
4x4,225,6385,4665
8x8,740,54780,38045
16x16,3665,438705,274385
32x32,22750,3521370,1948840
64x64,170700,28362960,13782905
128x128,1353165,226395775,96537050
256x256,13990650,1813511940,677262445
2x2,170,510,175
4x4,275,6235,4580
8x8,745,53945,38025
16x16,3600,434710,274375
32x32,22825,3526770,1954910
64x64,171320,28392525,13728520
128x128,1352575,226221245,96551805
256x256,13766615,1819779535,677907600
2x2,175,530,215
4x4,305,6460,4705
8x8,755,55140,39065
16x16,3700,444110,278855
32x32,23760,3550180,1988630
64x64,172300,28391860,13799425
128x128,1356575,226681100,96673955
256x256,13910845,1814386855,677487865
2x2,165,530,175
4x4,265,6330,4635
8x8,730,54230,37970
16x16,3660,436685,274735
32x32,23355,3541215,1952700
64x64,169450,28269945,13682470
128x128,1355110,226390650,96462995
256x256,13741215,1813052360,677073100
2x2,165,505,165
4x4,270,6545,4590
8x8,735,54375,37890
16x16,3610,434075,275910
32x32,23020,3491360,1969535
64x64,170455,28192530,13679090
128x128,1350380,226875370,97075195
256x256,13930045,1813212230,677320345
2x2,170,500,190
4x4,305,6390,4665
8x8,740,54450,38150
16x16,3630,439255,274695
32x32,23495,3531880,1959155
64x64,170315,28184710,13642060
128x128,1352355,227050430,96471785
256x256,13735595,1813777185,677007775
2x2,170,530,180
4x4,285,6335,4655
8x8,845,54320,37935
16x16,3600,455825,274200
32x32,22715,3513535,1953500
64x64,169920,28175740,13700040
128x128,1355120,226388620,96415190
256x256,13893300,1814396725,678012325
2x2,180,520,160
4x4,220,6385,4625
8x8,735,54525,38010
16x16,3595,436925,275110
32x32,23020,3503085,1961460
64x64,169835,28305560,13789845
128x128,1367890,227172045,96468930
256x256,13868620,1814132505,677341265
2x2,160,530,200
4x4,265,6660,4645
8x8,740,54675,39815
16x16,3640,437970,275840
32x32,23710,3536085,1961890
64x64,170875,28248745,13783965
128x128,1357635,227011805,96498850
256x256,13949935,1812817880,677494975
2x2,170,515,185
4x4,255,6750,4615
8x8,725,54460,38545
16x16,3635,434495,273650
32x32,22800,3535940,1952850
64x64,169735,28270655,13710610
128x128,1360370,226766545,96377885
256x256,13859975,1813451830,679272170
2x2,175,520,185
4x4,280,6355,4650
8x8,735,54250,38170
16x16,3605,436580,273950
32x32,22910,3513410,1937360
64x64,170770,28332955,13775420
128x128,1348025,226651000,96346090
256x256,13961245,1814799780,676374325
2x2,220,570,280
4x4,325,6455,4770
8x8,780,54600,38355
16x16,3675,440125,274945
32x32,23250,3514640,1953875
64x64,169875,28259625,13722915
128x128,1363010,226870270,96357735
256x256,13685995,1812775820,675633505
2x2,225,620,340
4x4,310,6360,4710
8x8,775,54140,38160
16x16,3645,439685,274360
32x32,22895,3553885,1944750
64x64,169580,28396635,13737760
128x128,1355595,226408775,96671885
256x256,13895975,1812532735,676920040
2x2,230,600,290
4x4,320,6465,4765
8x8,795,53895,38335
16x16,3710,441150,276700
32x32,23220,3554970,1956690
64x64,172090,28407230,13715300
128x128,1350850,226991365,96845850
256x256,13804370,1816540305,676639200
2x2,225,570,275
4x4,310,6515,4775
8x8,805,54880,39055
16x16,3725,443105,279930
32x32,23115,3556600,1959095
64x64,170085,28336545,13789950
128x128,1642680,226778900,96344645
256x256,14882485,1804442740,677322630
2x2,220,575,275
4x4,310,6385,4945
8x8,785,54575,38200
16x16,3700,445515,278520
32x32,22990,3590165,1971890
64x64,170840,28379755,13693850
128x128,1352310,226635525,96565865
256x256,13728705,1812771375,676055915
2x2,220,585,305
4x4,315,6565,4780
8x8,785,54530,38625
16x16,3685,443175,278350
32x32,23050,3529240,1970050
64x64,178550,28331340,13627130
128x128,1348600,226730235,96365775
256x256,13982335,1814630080,676927965
2x2,215,555,280
4x4,315,6450,4760
8x8,770,54340,37915
16x16,3660,462410,277650
32x32,23160,3526680,1948620
64x64,170345,28332335,13731975
128x128,1362560,226488340,96325165
256x256,13730425,1812546510,676316195
2x2,215,585,350
4x4,315,6445,4895
8x8,790,54685,38495
16x16,4025,444455,279485
32x32,23390,3562070,1992375
64x64,170760,28265160,13656630
128x128,1348925,226531425,96297545
256x256,13925605,1817370655,679055225
2x2,310,530,175
4x4,265,6400,4665
8x8,745,54740,38185
16x16,3630,440445,276665
32x32,23115,3515515,1964155
64x64,170225,28279235,13737035
128x128,1362810,226713005,96592520
256x256,13737705,1814174980,676214310
2x2,160,530,175
4x4,265,6380,4695
8x8,740,54365,38120
16x16,3590,437680,275860
32x32,23055,3551735,1946755
64x64,170325,28322655,13707990
128x128,1347435,226743910,96325525
256x256,14088880,1814035875,677305955
2x2,180,515,170
4x4,270,6365,4630
8x8,750,54445,38015
16x16,3605,439835,274135
32x32,23090,3509325,1960575
64x64,169135,28266165,13699550
128x128,1364580,226954150,96307720
256x256,13696820,1813555860,676645305
2x2,160,525,185
4x4,270,6390,4655
8x8,730,54760,38645
16x16,3620,441545,275170
32x32,23160,3516905,1959030
64x64,170360,28284435,13837300
128x128,1364610,226913335,96584640
256x256,13979235,1815691790,677229575
2x2,420,535,175
4x4,255,6365,4645
8x8,735,54795,38125
16x16,3650,439980,276555
32x32,23110,3533300,1954385
64x64,170600,28288735,13728010
128x128,1358495,226991960,96399790
256x256,13951710,1812388260,676336940
2x2,155,525,165
4x4,305,6375,4635
8x8,740,54290,38410
16x16,3640,436855,272420
32x32,22820,3503640,1950815
64x64,169920,28215530,13857895
128x128,1364905,225994825,96713925
256x256,13899645,1811568985,676321855
2x2,170,515,185
4x4,235,6410,4815
8x8,740,54610,38115
16x16,3660,438890,273715
32x32,22810,3467735,1919010
64x64,171060,28384010,13697915
128x128,1353930,227151275,96344595
256x256,13606775,1814836665,676673050
2x2,170,555,185
4x4,305,6460,4720
8x8,755,55090,38795
16x16,3650,445395,279750
32x32,23695,3583630,1958920
64x64,171610,28412755,13767990
128x128,1350175,226614270,96194215
256x256,13897900,1812170900,676523620
2x2,165,510,170
4x4,260,6295,4645
8x8,735,54655,38070
16x16,3605,440315,275610
32x32,23220,3507625,1954900
64x64,170400,28290570,13667585
128x128,1354350,227341660,96426615
256x256,13683720,1811545220,676062655
2x2,170,515,165
4x4,270,6550,4570
8x8,730,52780,38050
16x16,3785,457505,274145
32x32,22875,3522950,1954690
64x64,170455,28303255,13777660
128x128,1355855,226777725,96276055
256x256,13993200,1814107150,676567620
2x2,180,525,170
4x4,270,6310,4625
8x8,725,53835,37415
16x16,3610,434405,273490
32x32,23385,3504555,1960420
64x64,169290,28266780,13710245
128x128,1371060,226504680,96257070
256x256,13863890,1814620705,676249735
2x2,170,515,200
4x4,295,6400,4940
8x8,740,54590,38220
16x16,3635,440665,275975
32x32,22935,3501490,1946045
64x64,169400,28168415,13695540
128x128,1346035,226520120,96384945
256x256,13979510,1812139605,676317605
2x2,195,525,205
4x4,265,6345,4770
8x8,740,54610,37840
16x16,3600,439770,273990
32x32,23115,3540835,1939965
64x64,169570,28221715,13676275
128x128,1352915,226767320,96230665
256x256,13755730,1813090675,676401970
2x2,165,530,185
4x4,265,6490,4665
8x8,740,54295,38635
16x16,3655,441500,275865
32x32,22890,3539150,1973820
64x64,169900,28224745,13698385
128x128,1363030,226612685,96114725
256x256,13909520,1812455855,676734285
2x2,195,530,185
4x4,245,6390,4665
8x8,740,54795,38380
16x16,3625,442885,276890
32x32,23055,3557495,1968520
64x64,171835,28345490,13771485
128x128,1381410,226735545,97159090
256x256,13936655,1812754205,676165940
2x2,175,530,175
4x4,285,6380,4650
8x8,740,54620,38470
16x16,3630,438165,274140
32x32,22820,3534555,1940055
64x64,169250,28205120,13741005
128x128,1348820,226463785,96567155
256x256,13992800,1813023120,685471775
2x2,170,515,175
4x4,305,6285,4585
8x8,740,54180,37990
16x16,3580,437775,272060
32x32,22830,3534550,1960845
64x64,170875,28532935,13863360
128x128,1369550,227913695,96732230
256x256,13691835,1817616530,677172855
2x2,170,535,175
4x4,260,6440,4690
8x8,740,54365,38245
16x16,3610,443595,276790
32x32,23040,3527735,1943350
64x64,170805,28291610,13725830
128x128,1359035,226811240,96740575
256x256,13863020,1813930365,677155175
2x2,175,520,190
4x4,300,6555,4680
8x8,745,53965,38095
16x16,3615,436605,275155
32x32,22845,3529990,1953725
64x64,171075,28417370,13763070
128x128,1374225,227096755,96709685
256x256,13743420,1813869180,676347815
2x2,175,535,195
4x4,265,6445,4700
8x8,740,54690,38290
16x16,3640,440760,275310
32x32,22895,3544860,2040080
64x64,172555,28473665,13728335
128x128,1352160,226632235,96478115
256x256,13969565,1814371070,676934340
2x2,165,520,205
4x4,265,6415,4920
8x8,755,54625,38080
16x16,3680,458115,275880
32x32,23020,3549035,1954510
64x64,170740,28206650,13853450
128x128,1362235,227019325,96478290
256x256,13709995,1813753370,677989030
2x2,205,530,165
4x4,280,6360,4670
8x8,735,53990,37915
16x16,3570,437195,275705
32x32,23030,3539230,1973025
64x64,172170,28275130,13756290
128x128,1364180,226710470,96478785
256x256,14128390,1814341845,676841920
2x2,175,545,170
4x4,275,6475,4595
8x8,740,54250,37880
16x16,3745,439410,275825
32x32,22840,3506005,1947695
64x64,171420,28239350,13766885
128x128,1375280,226968725,96233585
256x256,13746720,1816330805,677664080
2x2,165,655,175
4x4,275,6320,4590
8x8,740,54485,38030
16x16,3660,444130,277660
32x32,23360,3572495,1953035
64x64,168990,28299795,13739715
128x128,1364290,226746630,96359390
256x256,13965280,1813737325,676128300
2x2,210,590,310
4x4,320,6415,4755
8x8,1010,55295,38500
16x16,3720,440045,275420
32x32,22965,3522620,1953710
64x64,169205,28352120,13673065
128x128,1376180,226836500,96303790
256x256,13792960,1813830595,677130285
2x2,230,535,300
4x4,450,6705,4735
8x8,770,54080,37745
16x16,3850,439555,275105
32x32,26570,3527585,1956940
64x64,202940,28634570,13802255
128x128,1612000,226793865,96568235
256x256,13935360,1813298165,676762705
2x2,265,710,200
4x4,260,6330,4585
8x8,760,54350,37840
16x16,3830,435710,273345
32x32,26315,3540530,1949320
64x64,201925,28158030,13737640
128x128,1600535,226441775,96340510
256x256,14167150,1813503905,676588605
2x2,165,515,150
4x4,260,6555,4685
8x8,775,55230,38295
16x16,4055,446210,279415
32x32,26640,3544180,1965470
64x64,203645,28317860,13684030
128x128,1604475,226703715,96580040
256x256,14499575,1813474900,676461750
2x2,165,530,135
4x4,260,6375,4645
8x8,765,54605,38570
16x16,3875,441660,274635
32x32,26705,3529020,1954140
64x64,202065,28266145,13802330
128x128,1592710,226533580,96630185
256x256,14543410,1813814360,677145090
2x2,175,525,145
4x4,265,6345,4605
8x8,750,54060,37660
16x16,3865,439775,276580
32x32,26410,3526700,1952460
64x64,202000,28185960,13750550
128x128,1583045,226521955,96689515
256x256,14837100,1813528415,676662285
2x2,170,515,155
4x4,280,6350,4615
8x8,760,53960,38080
16x16,3885,435380,274990
32x32,26655,3509090,1939550
64x64,200490,28265580,13801875
128x128,1599545,226154420,96783140
256x256,14532135,1812491370,676618125
2x2,155,520,140
4x4,275,6390,4645
8x8,780,54665,38410
16x16,3890,438290,275485
32x32,26415,3510795,1939925
64x64,200300,28368830,13741420
128x128,1590925,226399155,96451660
256x256,14600810,1813663655,675795485
2x2,160,540,145
4x4,280,6605,4660
8x8,780,55030,38605
16x16,3895,444675,279490
32x32,26830,3524225,1986285
64x64,201360,28281100,13686865
128x128,1597960,226774585,96573530
256x256,14543720,1816257405,675953995
2x2,185,535,150
4x4,255,6520,4635
8x8,770,54255,38000
16x16,3860,437975,275215
32x32,26275,3524045,1959170
64x64,201825,28543685,13716455
128x128,1580280,226938770,96408560
256x256,14479135,1813422755,676552485
2x2,185,520,135
4x4,260,6355,4600
8x8,765,53990,38095
16x16,3900,437535,274690
32x32,26235,3552175,1960255
64x64,200825,28334205,13706940
128x128,1603010,226274250,96391400
256x256,14360660,1813267720,675730900
2x2,160,520,150
4x4,265,6340,4635
8x8,770,54205,38235
16x16,3845,441270,275695
32x32,26405,3486430,1962370
64x64,201145,28293495,13793445
128x128,1607240,227314435,96289050
256x256,13890535,1813170605,676851435
2x2,170,535,150
4x4,275,6425,4690
