Size,Traditional,Divide & Conquer, Strassen
8x8,790,55210,38655
16x16,3905,446540,278345
32x32,27200,3525265,1939650
64x64,200745,28673285,13709135
128x128,1617475,226342585,96344710
256x256,14041985,1812903780,676118075
2x2,180,530,145
4x4,250,6460,4595
8x8,770,54310,37785
16x16,3995,439940,275910
32x32,26290,3561000,1942245
64x64,201375,28165735,13786490
128x128,1596435,226775045,96371720
256x256,13889940,1813403445,678185335
2x2,155,530,140
4x4,225,6500,4695
8x8,780,54715,38920
16x16,3950,445690,278695
32x32,26735,3580225,1973080
64x64,202690,28486485,13753220
128x128,1605265,226727855,96161485
256x256,13883830,1814263665,677026075
2x2,160,535,150
4x4,270,6475,4590
8x8,765,54770,38200
16x16,3860,442920,277940
32x32,26720,3534035,1939150
64x64,200605,28207350,13672375
128x128,1598620,227090170,96792540
256x256,14112750,1813695415,677012180
2x2,155,525,145
4x4,255,6345,4705
8x8,755,54160,37735
16x16,3855,437285,273585
32x32,26540,3516970,1951590
64x64,202710,28331005,13910325
128x128,1591805,226578495,96473890
256x256,13858690,1814464455,676335240
2x2,160,525,150
4x4,265,6350,4620
8x8,760,54235,38275
16x16,3845,439045,274035
32x32,26960,3515310,1956650
64x64,202720,28263480,13634845
128x128,1613530,226356660,96589955
256x256,13958060,1814869985,675826075
2x2,325,600,145
4x4,255,6345,4590
8x8,755,76430,37460
16x16,3870,435445,273980
32x32,26825,3531375,1942710
64x64,200680,28316540,13696825
128x128,1593160,226833155,96475405
256x256,13898225,1812140715,676527260
2x2,180,525,140
4x4,270,6345,4615
8x8,760,54160,38230
16x16,3865,437375,274805
32x32,26215,3537360,1971575
64x64,203055,28398080,13792595
128x128,1595900,226508875,96411085
256x256,13951030,1813556800,676159140
2x2,170,520,140
4x4,255,6335,4605
8x8,765,54480,37685
16x16,3885,438220,273695
32x32,26680,3511250,1937670
64x64,200555,28431790,13775770
128x128,1588760,226644575,96561955
256x256,13935430,1813181185,676444375
2x2,240,650,205
4x4,400,6575,4660
8x8,755,55580,38195
16x16,3910,444100,276315
32x32,26625,3581670,1977655
64x64,205005,28333495,13742165
128x128,1603000,226410955,96698685
256x256,13905970,1812329750,675773570
2x2,155,525,160
4x4,280,6370,4625
8x8,750,54545,38065
16x16,3885,443035,276895
32x32,26675,3554030,1994990
64x64,202885,28241240,13759330
128x128,1602320,226322190,96436355
256x256,13934015,1811886350,675523490
2x2,150,535,135
4x4,260,6355,4615
8x8,895,54375,37890
16x16,3860,439295,277100
32x32,26680,3535795,1939610
64x64,200625,28222410,13679395
128x128,1596315,226558010,96391080
256x256,14064400,1814420200,676305340
2x2,165,550,140
4x4,275,6340,4625
8x8,765,54370,37755
16x16,3860,438530,273960
32x32,26395,3537590,1971465
64x64,203550,28345155,13710550
128x128,1600130,226824435,96341760
256x256,13949300,1813238645,677085090
2x2,165,520,155
4x4,275,6350,4650
8x8,770,55055,38495
16x16,3895,440470,275340
32x32,26660,3517320,1938100
64x64,202955,28152260,13786795
128x128,1603735,226522945,96407050
256x256,14011185,1812897375,675844850
2x2,150,530,145
4x4,270,6350,4610
8x8,750,54370,37940
16x16,3855,440155,275095
32x32,26600,3522255,1938745
64x64,201745,28149805,13688520
128x128,1585235,226858085,96209040
256x256,13968750,1812655520,675627530
2x2,160,525,140
4x4,265,6350,4625
8x8,770,54575,37935
16x16,3880,438130,273670
32x32,26535,3534495,1944830
64x64,200810,28182115,13699270
128x128,1597115,226192945,97166530
256x256,14463525,1812274130,676444840
2x2,175,535,145
4x4,265,6330,4645
8x8,730,54495,37750
16x16,4175,439065,277290
32x32,26575,3554435,1955360
64x64,201690,28179855,13713425
128x128,1623410,226443475,96405260
256x256,14084385,1812246185,675472420
2x2,170,515,145
4x4,265,6360,4570
8x8,770,73385,37590
16x16,4005,436195,275260
32x32,26335,3539145,1942340
64x64,200610,28256595,13724870
128x128,1603385,226839805,96431480
256x256,13993060,1813930960,675304080
2x2,200,520,145
4x4,255,6355,4620
8x8,775,54245,37955
16x16,3850,441745,290505
32x32,36095,3640475,1959030
64x64,201190,28273175,13700600
128x128,1602360,226333860,96438595
256x256,13906325,1812285675,676133315
2x2,180,530,135
4x4,255,6355,4630
8x8,770,54430,37915
16x16,3855,437830,273760
32x32,26520,3511420,1948260
64x64,200800,28246900,13699490
128x128,1585760,226896480,96518580
256x256,14009360,1811984120,676274130
2x2,220,625,190
4x4,370,6820,4625
8x8,770,54610,46835
16x16,5395,477840,276700
32x32,26915,3568190,1960760
64x64,203090,28284760,13877375
128x128,1601150,226453200,96512850
256x256,13959965,1812134560,675464550
2x2,165,525,155
4x4,265,6490,4575
8x8,765,54015,37610
16x16,4095,438215,274155
32x32,26375,3504335,1938880
64x64,200710,28340560,13749690
128x128,1596105,226056730,96451460
256x256,13914570,1814699340,676319610
2x2,170,535,140
4x4,265,6380,4900
8x8,770,54600,37770
16x16,4120,439520,276230
32x32,26440,3557485,1961945
64x64,204380,28518650,13692455
128x128,1591355,226112650,96372035
256x256,14187370,1812028750,675947220
2x2,155,535,165
4x4,265,6425,4665
8x8,765,54995,38610
16x16,3875,447650,277095
32x32,26785,3543175,1954980
64x64,202515,28220220,13671975
128x128,1602800,226453945,96287805
256x256,14034410,1812092020,675232945
2x2,160,520,145
4x4,270,6340,4610
8x8,765,53985,37710
16x16,3855,437420,273435
32x32,26435,3551950,1948555
64x64,201370,28275205,13676080
128x128,1591080,226216140,96170310
256x256,13975585,1811935430,676151410
2x2,175,520,135
4x4,270,6370,4640
8x8,755,54465,37720
16x16,3835,437910,274405
32x32,26815,3544810,1959745
64x64,200985,28295935,13839195
128x128,1604890,226299265,96278530
256x256,13961080,1811708600,675810055
2x2,195,525,130
4x4,265,6375,4655
8x8,770,54680,38200
16x16,3885,439790,274545
32x32,26295,3511820,1948055
64x64,201335,28211050,13713600
128x128,1589715,226182415,96221785
256x256,13929605,1816119610,675770060
2x2,155,525,135
4x4,270,6390,4645
8x8,760,55585,38330
16x16,3900,464635,276900
32x32,26615,3514505,1941390
64x64,200825,28151580,13713390
128x128,1590370,226305100,96315750
256x256,13912560,1811924335,676362270
2x2,160,525,150
4x4,300,6345,4595
8x8,770,54450,37945
16x16,3900,441600,275665
32x32,26445,3496170,1933375
64x64,200525,28226205,13894845
128x128,1592495,226642865,96193905
256x256,13922115,1813692445,676043700
2x2,155,515,140
4x4,255,6345,4620
8x8,780,54400,37905
16x16,3885,439700,277015
32x32,26490,3535985,1973025
64x64,201845,28270220,13690295
128x128,1601505,226668275,96221250
256x256,13919275,1812244050,676023810
2x2,165,525,145
4x4,260,6345,4615
8x8,765,54135,37900
16x16,3905,438245,274215
32x32,26720,3513800,1942985
64x64,200545,28259235,13848390
128x128,1613575,226323055,96413100
256x256,13974795,1811395870,676236385
2x2,155,520,155
4x4,270,6770,4595
8x8,755,54585,37970
16x16,3870,440955,275485
32x32,26255,3534765,1949180
64x64,201330,28271755,13721735
128x128,1596055,226241355,96292060
256x256,13943430,1812129175,675737435
2x2,160,520,150
4x4,290,6370,4625
8x8,770,54780,38565
16x16,3885,443955,278105
32x32,26485,3545105,1978730
64x64,202750,28308625,13634005
128x128,1589120,226299645,96476215
256x256,14216835,1812517905,675949825
2x2,175,520,150
4x4,275,6345,4630
8x8,750,54210,38015
16x16,3880,439385,274165
32x32,26415,3537810,1951265
64x64,202690,28299160,13750895
128x128,1591765,226251450,96867325
256x256,13952365,1815135615,675480080
2x2,170,530,140
4x4,275,6350,4735
8x8,770,55035,37800
16x16,3875,436315,272170
32x32,26325,3512130,1939235
64x64,200885,28195175,13835600
128x128,1619920,226532990,96578730
256x256,13939220,1812675310,676059360
2x2,175,545,135
4x4,265,6380,4640
8x8,750,54565,38540
16x16,3895,439715,275290
32x32,26410,3529620,1966120
64x64,202250,28316650,13771710
128x128,1596235,226247355,96334380
256x256,13865725,1813733990,675897485
2x2,155,525,145
4x4,275,6535,4625
8x8,755,55025,38435
16x16,3890,443375,277750
32x32,26760,3553890,1968435
64x64,203130,28456475,13771920
128x128,1597075,226238900,96470475
256x256,14009940,1813709015,676594405
2x2,180,530,150
4x4,305,6450,4670
8x8,755,55140,38405
16x16,3910,443285,277155
32x32,26565,3572975,1955160
64x64,203760,28542160,13917405
128x128,1603060,227212690,96270500
256x256,13925900,1813990515,677133040
2x2,155,515,145
4x4,270,6270,4570
8x8,780,54505,38010
16x16,3845,437650,273635
32x32,26785,3509835,1968790
64x64,201615,28252705,13675960
128x128,1583365,226215095,96284990
256x256,13932645,1812554525,676238760
2x2,155,530,140
4x4,260,7035,4595
8x8,775,54055,38025
16x16,3845,437520,275265
32x32,26380,3543925,1938575
64x64,200300,28216000,13631625
128x128,1585330,226477250,96086510
256x256,17761585,1812868445,675994705
2x2,180,540,145
4x4,275,6375,4645
8x8,765,55040,38185
16x16,3900,442930,276895
32x32,26580,3515195,1954390
64x64,200280,28202620,13754000
128x128,1603665,226689095,96408750
256x256,13966825,1813225545,676157100
2x2,180,525,140
4x4,255,6435,4625
8x8,765,54565,38030
16x16,3845,439450,274020
32x32,26295,3532660,1958910
64x64,202965,28237165,13768240
128x128,1590965,226559510,96168045
256x256,14000725,1812908290,676332270
2x2,165,530,145
4x4,290,6385,4645
8x8,770,55035,38205
16x16,3895,441690,273365
32x32,26610,3529410,1940160
64x64,200445,28265500,13747535
128x128,1601220,226698360,96305775
256x256,14081515,1814617855,677192955
2x2,170,525,140
4x4,275,6340,4610
8x8,760,54350,38125
16x16,3855,438380,276280
32x32,26230,3535255,1943655
64x64,200245,28320675,13724750
128x128,1592705,227201405,96380225
256x256,14020245,1813917610,676234300
2x2,160,525,145
4x4,265,6390,4635
8x8,775,55075,38455
16x16,3900,440435,275160
32x32,26505,3541080,1975940
64x64,201975,28142135,13697240
128x128,1603045,226576425,96527915
256x256,14156465,1813747510,677740320
2x2,170,520,140
4x4,270,6375,4635
8x8,770,54250,37925
16x16,3910,442100,274475
32x32,26570,3520905,1962640
64x64,202865,28305085,13759750
128x128,1585900,226595245,96368015
256x256,13901730,1823797795,679636885
2x2,160,535,140
4x4,260,6330,4610
8x8,755,54095,37885
16x16,3895,441645,278755
32x32,26675,3557800,1953020
64x64,203450,28405085,13880515
128x128,1612500,227025205,97498040
256x256,14115660,1817780035,678702285
2x2,165,530,155
4x4,255,6420,4660
8x8,750,55110,38230
16x16,3915,453070,277170
32x32,26735,3560385,1961375
64x64,203025,28372160,13768030
128x128,1602215,227393925,96671310
256x256,13935130,1815953275,676407440
2x2,175,525,140
4x4,280,6425,4660
8x8,730,54990,38020
16x16,3895,443655,275300
32x32,26430,3556510,1977350
64x64,202980,28335945,13722390
128x128,1586905,226986970,96369680
256x256,13995315,1815350885,677374520
2x2,180,525,140
4x4,285,6280,4610
8x8,780,54195,37920
16x16,3890,439810,276330
32x32,26890,3546285,1954935
64x64,203705,28337110,13699210
128x128,1590945,226640620,96360780
256x256,13872490,1813880815,676684365
2x2,165,530,135
4x4,275,6340,4565
8x8,755,54295,38015
16x16,3895,442335,276415
32x32,26270,3514620,1945965
64x64,201770,28287895,13713640
128x128,1601210,226540520,96211320
256x256,17551605,1815098890,676258205
2x2,175,540,155
4x4,270,6380,4695
8x8,765,54390,38215
16x16,3895,440720,274540
32x32,26400,3524710,1949975
64x64,202815,28215645,13762515
128x128,1594045,226655350,97893500
256x256,13968600,1814856385,676142780
2x2,165,525,145
4x4,265,6425,4880
8x8,805,54695,37950
16x16,3915,445125,277885
32x32,26970,3572855,1955655
64x64,202915,28312575,13747320
128x128,1601560,226752860,96478675
256x256,14120565,1816811600,676777445
2x2,155,525,140
4x4,260,6370,4640
8x8,890,54455,38255
16x16,3895,438620,275420
32x32,26430,3543525,1945210
64x64,201605,28349855,13667710
128x128,1593080,226760025,96400225
256x256,13905260,1813457595,676096235
2x2,175,525,160
4x4,275,6385,4645
8x8,780,55135,38475
16x16,3885,439995,275680
32x32,26540,3523850,1983375
64x64,201540,28418080,13689300
128x128,1591270,226558265,96672650
256x256,13938515,1814301390,676344600
2x2,180,525,150
4x4,270,6450,4585
8x8,765,54000,37780
16x16,3855,436920,275540
32x32,26440,3514835,1940670
64x64,201010,28314575,13708645
128x128,1592895,226677520,96503370
256x256,13981695,1814878555,675910175
2x2,155,525,145
4x4,275,6350,4595
8x8,755,54645,37770
16x16,3855,441560,274140
32x32,26305,3505725,1966245
64x64,201565,28294370,13872400
128x128,1612565,226380650,96611500
256x256,13963455,1813666585,676294995
2x2,160,530,150
4x4,275,6265,4600
8x8,775,53995,37580
16x16,3905,439360,275760
32x32,26645,3547770,1952965
64x64,200130,28445510,13758885
128x128,1600485,226607630,96739380
256x256,14064265,1814432700,676707235
2x2,165,515,145
4x4,255,6345,4625
8x8,740,54210,38485
16x16,3925,444215,279150
32x32,26595,3544645,1956395
64x64,201830,28340120,13675815
128x128,1590780,226635120,96362230
256x256,13982145,1813441055,676216860
2x2,160,520,140
4x4,265,6290,4565
8x8,765,73210,37705
16x16,3900,439355,291920
32x32,26370,3513885,1965105
64x64,203735,28366270,13710910
128x128,1595445,226687925,96312795
256x256,13926165,1813038780,676289970
2x2,155,525,135
4x4,275,6385,4640
8x8,765,54930,37760
16x16,3875,438700,275240
32x32,26465,3533640,1949175
64x64,200895,28392835,13688830
128x128,1601520,226493230,96275120
256x256,13909975,1812422695,676402920
2x2,160,515,140
4x4,255,6265,4580
8x8,770,53900,37650
16x16,3850,440740,277880
32x32,26590,3529235,1950095
64x64,202160,28292820,13737185
128x128,1601215,226843420,96344985
256x256,13874085,1813900880,678850805
2x2,155,655,140
4x4,280,6350,4630
8x8,760,54645,37965
16x16,3905,441670,273930
32x32,26365,3507500,1939745
64x64,201145,28305440,13759805
128x128,1585960,226680740,96271000
256x256,13909780,1813510060,676671140
2x2,160,515,155
4x4,265,6710,4540
8x8,755,53395,37430
16x16,4090,441235,274905
32x32,26530,3533270,1970680
64x64,204075,28257680,13673915
128x128,1591195,226542580,96257115
256x256,13796565,1822959510,679670790
2x2,170,530,175
4x4,270,6640,4650
8x8,785,54850,38200
16x16,3895,441825,276140
32x32,26515,3520440,1985040
64x64,204305,28465845,13795895
128x128,1596145,227379005,96380250
256x256,14003605,1815431370,676879900
2x2,160,515,140
4x4,275,6345,4615
8x8,765,54085,37760
16x16,3885,444495,279245
32x32,26475,3536095,1981930
64x64,201965,28359915,13720440
128x128,1601465,226876680,96880555
256x256,13936155,1813806630,676381290
2x2,350,525,145
4x4,275,6395,4635
8x8,770,54485,38205
16x16,3905,440815,273320
32x32,26575,3542695,1972510
64x64,203230,28306525,13854485
128x128,1621300,226826130,96533660
256x256,14020490,1813040740,676307065
2x2,210,520,145
4x4,260,6310,4705
8x8,760,54680,37510
16x16,3865,438095,273570
32x32,26230,3535105,1951790
64x64,201480,28246080,13790190
128x128,1600550,226854110,96656300
256x256,13943040,1813540705,676766655
2x2,180,525,140
4x4,265,6380,4635
8x8,765,54995,39125
16x16,3920,442395,275225
32x32,26320,3506325,1951025
64x64,200645,28385430,13789920
128x128,1607360,226181110,96603350
256x256,14054075,1818134285,678725370
2x2,160,525,145
4x4,275,6355,4640
8x8,755,54225,39610
16x16,3885,440840,274305
32x32,26530,3532930,1970885
64x64,203030,28530900,13714695
128x128,1586410,226659195,96472100
256x256,13876655,1814393395,676272020
2x2,155,535,145
4x4,300,6460,4795
8x8,805,55215,41020
16x16,3935,448425,280365
32x32,26765,3552515,1959895
64x64,201040,28361365,13800685
128x128,1591355,226725670,96364135
256x256,13927340,1813431974,676358609
2x2,195,525,140
4x4,239,6305,4584
8x8,759,54435,37705
16x16,3859,460460,273840
32x32,27105,3533755,1949754
64x64,202295,28294004,13697120
128x128,1584455,226824110,96490409
256x256,14058840,1814235435,676734470
2x2,170,525,135
4x4,300,6384,4635
8x8,800,54680,38425
16x16,3899,442530,275220
32x32,26805,3524729,1955875
64x64,202809,28247210,13671615
128x128,1584164,227059485,96577840
256x256,13995955,1813792320,676712545
2x2,165,529,145
4x4,415,6370,4640
8x8,755,55135,38109
16x16,4155,441360,276855
32x32,26695,3554654,1956205
64x64,202319,28338120,13778744
128x128,1595920,226357900,96371005
256x256,13968710,1814430959,676850790
2x2,219,525,144
4x4,274,6335,4615
8x8,759,54855,38010
16x16,3845,437385,275844
32x32,26655,3508135,1958725
64x64,201314,28314425,13738609
128x128,1583405,226703850,96331630
256x256,13948725,1815162094,677082655
2x2,175,519,150
4x4,269,6300,4595
8x8,759,54095,37760
16x16,3870,437780,275040
32x32,26359,3545465,1942130
64x64,200635,28225600,13803059
128x128,1586500,226768069,96230570
256x256,13890010,1814705125,676691770
2x2,175,525,129
4x4,270,6500,4605
8x8,780,54025,37840
16x16,3880,441005,278365
32x32,26604,3575265,1966754
64x64,202805,28248975,13725620
128x128,1598720,226663375,96279109
256x256,13806260,1816347824,676753105
2x2,165,525,139
4x4,250,6469,4615
8x8,755,54365,37925
16x16,3855,441455,276110
32x32,27114,3526865,1966655
64x64,202050,28251804,13723214
128x128,1605119,226615545,96569765
256x256,14111200,1814982930,676326655
2x2,160,530,135
4x4,260,6389,4635
8x8,759,54839,38500
16x16,3859,441375,275540
32x32,26239,3566630,1952100
64x64,201950,28234310,13706535
128x128,1602080,226609175,96519870
256x256,13941995,1814613360,677198885
2x2,165,535,135
4x4,265,6349,4725
8x8,770,54349,37775
16x16,3840,438285,273884
32x32,26240,3543654,1954485
64x64,202240,28382550,13805790
128x128,1604440,227147609,96660214
256x256,13924300,1816347024,677804674
2x2,195,515,140
4x4,300,6389,4635
8x8,764,55005,38190
16x16,3905,437715,275485
32x32,26530,3540555,1954899
64x64,201345,28482190,13758624
128x128,1593920,226704330,97159324
256x256,13934855,1815578920,677025905
2x2,160,535,140
4x4,270,6414,4665
8x8,780,54845,38440
16x16,3875,440989,277275
32x32,26670,3561054,1960634
64x64,203260,28323109,13701410
128x128,1676460,226842375,96415120
256x256,13886964,1814856325,677719525
2x2,170,530,145
4x4,299,6380,4630
8x8,780,54764,38955
16x16,3890,441120,275335
32x32,27145,3518180,1979735
64x64,203015,28211250,13752360
128x128,1588615,226874995,96400290
256x256,14124340,1815235895,676449610
2x2,175,535,140
4x4,269,6340,4580
8x8,754,54340,38289
16x16,4110,440320,276600
32x32,27315,3516125,1940745
64x64,200765,28289105,13828555
128x128,1603080,226636149,96337190
256x256,14055334,1816557399,676920869
2x2,154,515,155
4x4,255,6439,5375
8x8,755,54120,37809
16x16,4354,440415,275135
32x32,26315,3530170,1949395
64x64,199934,28261230,13728605
128x128,1600570,227884865,96501859
256x256,13965650,1813561855,675983219
2x2,205,520,155
4x4,269,6325,4605
8x8,1035,54680,37910
16x16,4010,437865,275050
32x32,26475,3499800,1972194
64x64,201169,28225765,13714969
128x128,1590284,226322159,96532920
256x256,14087125,1812849660,676191689
2x2,155,525,155
4x4,300,6245,4629
8x8,775,54780,38150
16x16,3895,435500,275320
32x32,26585,3522015,1954699
64x64,201784,28328265,13789410
128x128,1594855,226665885,96175320
256x256,13965830,1811626445,675682270
2x2,165,524,140
4x4,270,6344,4615
8x8,754,54330,37770
16x16,3885,438380,273689
32x32,26810,3542675,1953604
64x64,200575,28385584,13722445
128x128,1593909,226236850,96340020
256x256,14090569,1811940055,676246150
2x2,165,525,140
4x4,255,6330,4595
8x8,765,54344,37810
16x16,3825,439075,274025
32x32,26510,3512395,1959695
64x64,201829,28173795,13745379
128x128,1588765,225983265,96364574
256x256,14196630,1814650630,677787315
2x2,175,550,145
4x4,280,6389,4630
8x8,759,54730,38264
16x16,3855,442634,277775
32x32,26810,3543225,1940504
64x64,201234,28260605,13685745
128x128,1589915,226681690,96550040
256x256,13887285,1813013165,675507349
2x2,160,520,140
4x4,265,6345,4614
8x8,730,54455,37945
16x16,3860,437484,273754
32x32,26500,3531660,1949535
64x64,202494,28243294,13763205
128x128,1605790,226424090,96462069
256x256,13966069,1812577399,675860195
2x2,185,524,155
4x4,274,6490,4615
8x8,760,54889,38344
16x16,3850,443185,275740
32x32,26745,3523945,1938840
64x64,201630,28171424,13827169
128x128,1614920,226584655,96543945
256x256,13892799,1811401925,675389420
2x2,165,515,154
4x4,264,6245,4589
8x8,869,53715,37905
16x16,3920,436060,273710
32x32,26845,3530710,1936499
64x64,201355,28387660,13827500
128x128,1590025,226389140,96777600
256x256,15931175,1812830030,676127090
2x2,170,525,149
4x4,270,6339,4630
8x8,739,54875,38720
16x16,3875,440389,286700
32x32,26550,3534860,1969430
64x64,204985,28411090,13741785
128x128,1613540,226223845,96328325
256x256,13930675,1811916100,675438245
2x2,170,529,140
4x4,265,6370,4620
8x8,935,54885,37769
16x16,3880,441865,275480
32x32,26885,3530100,1955265
64x64,200659,28254919,13728630
128x128,1617249,226196600,96218565
256x256,13888430,1811126090,675542444
2x2,180,524,140
4x4,274,6350,4620
8x8,775,54240,37740
16x16,3854,437635,273110
32x32,26295,3545235,1965425
64x64,202185,28184549,13666950
128x128,1586500,226247140,96472580
256x256,13932260,1810666054,675182380
2x2,170,540,140
4x4,274,6360,4625
8x8,775,54585,38425
16x16,3855,440704,275750
32x32,26370,3539020,1949385
64x64,201700,28186004,13821675
128x128,1592290,226431539,96300544
256x256,14091234,1811878430,675575540
2x2,304,524,140
4x4,275,6355,4599
8x8,760,53990,37639
16x16,3870,440575,276504
32x32,26485,3524175,1946964
64x64,201040,28226385,13700994
128x128,1595685,227468560,96145350
256x256,13901455,1811627575,676012780
2x2,189,530,145
4x4,270,6370,4630
8x8,775,54650,37895
16x16,3885,439919,276165
32x32,26560,3550760,1958094
64x64,201975,28344260,13762474
128x128,1602724,225975190,96183580
256x256,14011360,1810701735,675780564
2x2,175,524,145
4x4,390,6355,4599
8x8,760,54085,38605
16x16,3855,437535,274440
32x32,26274,3512640,1946810
64x64,200490,28355900,13739144
128x128,1591159,226440425,96225820
256x256,13886610,1813386485,676930610
2x2,160,524,155
4x4,269,6340,4595
8x8,760,54450,37709
16x16,3860,438710,274960
32x32,26404,3530710,1942760
64x64,200355,28203384,13692685
128x128,1588129,226584929,96346955
256x256,14092095,1812382074,675889115
2x2,160,520,150
4x4,260,6295,4590
8x8,765,53905,37930
16x16,3850,441325,274410
32x32,26275,3529384,1981205
64x64,200199,28332245,13757625
128x128,1585990,226167949,96208820
256x256,13959905,1810846254,675142974
2x2,170,525,150
4x4,275,6379,4625
8x8,764,54520,38220
16x16,3899,439889,276625
32x32,26520,3518045,1954780
64x64,203305,28224399,13694030
128x128,1601359,226413670,96356375
256x256,13968660,1811400194,674685330
2x2,174,515,155
4x4,265,6275,4704
8x8,770,54110,37764
16x16,3835,436975,272735
32x32,26249,3537260,1957550
64x64,200650,28284050,13706159
128x128,1593789,225919580,96639664
256x256,13887530,1811074725,675638859
2x2,170,525,150
4x4,270,6339,4595
8x8,775,54469,38145
16x16,3860,439670,273810
32x32,26250,3520330,1960654
64x64,200395,28251045,13675750
128x128,1598005,226333025,96379995
256x256,13918600,1812144385,675250524
2x2,165,525,135
4x4,250,6349,4610
8x8,755,54654,37700
16x16,3860,438244,276650
32x32,26554,3525450,1949659
64x64,201390,28298655,13761075
128x128,1608850,226314874,96295590
256x256,14393754,1811717170,675407114
2x2,180,535,160
4x4,275,6345,4605
8x8,760,54365,37940
16x16,3900,440495,275550
32x32,26550,3533990,1943885
64x64,200814,28435330,13806360
128x128,1592675,226181644,96527045
256x256,13866760,1812455440,674849515
2x2,175,525,150
4x4,250,6569,4610
8x8,769,54255,37769
16x16,3855,438884,274370
32x32,26600,3541324,1959539
64x64,202440,28401560,13723925
128x128,1586380,226492019,96234254
256x256,13973344,1811980145,676460800
2x2,150,530,135
4x4,280,6374,4625
8x8,775,54360,38715
16x16,3890,461295,276564
32x32,26370,3535325,1956035
64x64,201400,28271960,13688355
128x128,1585035,226093075,96452279
256x256,14117120,1812001140,675959614
2x2,180,520,135
4x4,250,6269,4575
8x8,749,54945,38004
16x16,3910,441035,275720
32x32,26455,3516240,1967729
64x64,201754,28154660,13721240
128x128,1606840,226564055,96178675
256x256,13896165,1811167505,675707520
2x2,155,545,140
4x4,254,6360,4624
8x8,755,54270,38100
16x16,3885,439065,275410
32x32,26575,3541160,1947690
64x64,202785,28226430,13729570
128x128,1590585,225868189,96271394
256x256,13980290,1811305380,675662410
2x2,180,520,150
4x4,279,6335,4600
8x8,764,54175,37955
16x16,3850,439499,273780
32x32,26289,3542275,1946680
64x64,200774,28199900,13712880
128x128,1591590,226444675,96074639
256x256,13923710,1811899630,675705680
2x2,180,529,139
4x4,260,6355,4625
8x8,775,54850,38370
16x16,3895,440490,275190
32x32,26799,3523540,1948315
64x64,200655,28386940,13770144
128x128,1617034,226441874,96239620
256x256,14047190,1812179069,675754520
2x2,185,520,155
4x4,255,6365,4659
8x8,745,54415,37995
16x16,3875,442095,277730
32x32,26870,3561280,1970980
64x64,203780,28364430,13710924
128x128,1597140,225969835,96172550
256x256,13866245,1810939064,675213914
2x2,170,535,145
4x4,275,6355,4594
8x8,760,54424,37655
16x16,3859,436535,276369
32x32,26424,3544920,1934435
64x64,200399,28238305,13756805
128x128,1583039,226727180,96173455
256x256,13921004,1812045179,675294804
2x2,160,515,150
4x4,274,6330,4595
8x8,770,54470,37915
16x16,3895,440819,273850
32x32,26319,3528490,1955165
64x64,202310,28309395,13743020
128x128,1592115,226175799,96314529
256x256,13983510,1812834695,677488345
2x2,170,529,155
4x4,275,6325,4605
8x8,775,54070,38050
16x16,3870,437659,274840
32x32,26625,3522764,1951190
64x64,202775,28255664,13855875
128x128,1583994,226449445,96363115
256x256,13922900,1812115279,674702124
2x2,160,530,144
4x4,270,6295,4634
8x8,760,53885,38499
16x16,3870,439010,277200
32x32,26344,3501325,1967675
64x64,202150,28284430,13732525
128x128,1585894,226420085,96423350
256x256,13895590,1811840924,674592210
2x2,170,520,145
4x4,280,6264,4605
8x8,775,54725,37985
16x16,3895,443365,275950
32x32,26425,3514580,1937124
64x64,202845,28182765,13647130
128x128,1581439,226049434,96461945
256x256,13827199,1810649800,675007170
2x2,175,525,140
4x4,255,6465,4795
8x8,755,53595,37745
16x16,4720,458820,274995
32x32,27135,3513260,1942160
64x64,206140,28321015,13908225
128x128,1611814,226256779,96505950
256x256,14047775,1810371710,675017385
2x2,180,534,155
4x4,280,6320,4684
8x8,749,54995,38049
16x16,3870,442105,276505
32x32,26360,3550970,1970115
64x64,200565,28400370,13734055
128x128,1588680,225984089,96501590
256x256,13860530,1810732770,674910210
2x2,160,525,155
4x4,265,6385,5025
8x8,775,54740,38330
16x16,3970,439325,276570
32x32,26475,3529039,1969550
64x64,203229,28489335,13733585
128x128,1586845,226193190,96263030
256x256,14012255,1811159565,675265030
2x2,175,790,145
4x4,255,6325,4685
8x8,784,54505,38089
16x16,3855,441909,277675
32x32,26845,3570084,1961015
64x64,200365,28301700,13700580
128x128,1592339,226247520,96219039
256x256,13920665,1810290514,675658424
2x2,174,514,145
4x4,280,6344,4775
8x8,780,54225,38365
16x16,3894,436830,274949
32x32,26380,3510635,1939520
64x64,200900,28281379,13683285
128x128,1615015,226274114,96203725
256x256,13859010,1811336195,675481549
2x2,175,529,135
4x4,265,6459,4604
8x8,770,54360,37660
16x16,3870,437365,274369
32x32,26455,3520024,1951919
64x64,200520,28328465,13740005
128x128,1589325,226280795,96134000
256x256,13883715,1812428945,674536975
2x2,180,515,145
4x4,270,6575,4595
8x8,755,54224,38405
16x16,3855,437940,275140
32x32,26465,3528080,1943685
64x64,202185,28238374,13677420
128x128,1589750,226020980,96131410
256x256,13897920,1809601029,676390074
2x2,175,525,140
4x4,274,6390,4599
8x8,760,54435,38025
16x16,3910,439725,276180
32x32,26609,3529185,1942985
64x64,200855,28213930,13702174
128x128,1594720,226360639,96271020
256x256,13925334,1811009265,675434060
2x2,200,530,135
4x4,259,6460,4645
