Size,Traditional,Divide & Conquer, Strassen
128x128,1361285,229773060,95942055
256x256,13037685,1811493705,674384845
2x2,185,530,205
4x4,300,6345,4630
8x8,740,53845,37705
16x16,3615,436670,275120
32x32,22710,3509275,1932770
64x64,170095,29291590,13669375
128x128,1341675,229644155,95975230
256x256,13793735,1811748990,673716840
2x2,190,520,175
4x4,255,6295,4630
8x8,730,53725,37930
16x16,3600,435265,272880
32x32,22705,3533350,1945070
64x64,169260,29216810,13670035
128x128,1347115,229475350,96040365
256x256,13915905,1812118160,673534945
2x2,185,545,175
4x4,265,6365,4635
8x8,750,53950,37675
16x16,3620,438450,271945
32x32,22700,3521245,1942780
64x64,168795,29246445,13691715
128x128,1349080,229608930,96232175
256x256,13412795,1811760350,673632200
2x2,155,525,210
4x4,275,6330,4645
8x8,750,53710,38215
16x16,3615,438445,275575
32x32,22815,3535470,1951915
64x64,169480,29314620,13696715
128x128,1353585,229489370,96032520
256x256,13712815,1811740435,673840785
2x2,165,525,200
4x4,270,6280,4625
8x8,735,53940,38245
16x16,3615,437615,274570
32x32,22815,3549895,1943875
64x64,169020,29298695,13834045
128x128,1368670,229203055,96088850
256x256,13785465,1811576840,674003610
2x2,180,525,180
4x4,265,6305,4745
8x8,750,53585,38100
16x16,3575,437525,276045
32x32,22735,3520055,1943960
64x64,169955,29551345,13731860
128x128,1343600,229166675,96114220
256x256,13844065,1811813810,673293380
2x2,180,510,170
4x4,275,6335,4885
8x8,740,54285,37715
16x16,3645,441265,276455
32x32,22865,3561435,1967410
64x64,171400,29381010,13679110
128x128,1350625,229758710,96099330
256x256,13887520,1813075530,673958085
2x2,165,545,185
4x4,300,6670,4640
8x8,735,53730,38135
16x16,3640,440650,277190
32x32,23225,3522300,1939515
64x64,169790,29278390,13712680
128x128,1342400,229635415,95840755
256x256,13793380,1812150010,675668870
2x2,195,530,195
4x4,275,6320,4625
8x8,745,53865,38030
16x16,3640,435310,272905
32x32,22840,3506180,1941005
64x64,168850,29382015,13650615
128x128,1364360,229494070,95963755
256x256,17001240,1811308450,673431480
2x2,190,525,195
4x4,285,6395,4810
8x8,745,53975,37840
16x16,3610,438985,276605
32x32,22900,3518105,1975090
64x64,169170,29312345,13688150
128x128,1358460,229550985,95986900
256x256,13618265,1811590015,673938610
2x2,175,525,200
4x4,270,6380,4665
8x8,745,54175,37940
16x16,3665,438955,277040
32x32,23065,3522305,1942495
64x64,169040,29227090,13725345
128x128,1346930,229502355,95923960
256x256,13941965,1816210750,673767895
2x2,180,515,170
4x4,265,6320,4635
8x8,740,53980,38130
16x16,3615,436310,273560
32x32,22810,3510275,1959815
64x64,168920,29322440,13675110
128x128,1352495,229594940,95856895
256x256,13873045,1811629165,674053685
2x2,165,535,180
4x4,260,6280,4635
8x8,745,54175,38065
16x16,3600,436980,273335
32x32,23090,3502825,1939575
64x64,168990,29341740,13712090
128x128,1355640,229317980,95960005
256x256,13447555,1811753190,673388625
2x2,165,515,195
4x4,275,6285,4605
8x8,730,53835,38400
16x16,3610,433690,273165
32x32,22830,3549275,1941290
64x64,170280,29356525,13659135
128x128,1453255,229573770,95878715
256x256,13887880,1811879490,674055740
2x2,160,530,195
4x4,270,6335,4615
8x8,745,53715,37640
16x16,3580,437085,273640
32x32,22900,3515715,1939135
64x64,170155,29311670,13724425
128x128,1359920,229408055,95923185
256x256,13790260,1812486815,673638815
2x2,185,520,175
4x4,260,6435,4750
8x8,745,54010,38500
16x16,3620,436885,273315
32x32,22850,3536745,1946970
64x64,169510,29285325,13667140
128x128,1350440,229672095,96258340
256x256,13892590,1812150450,673831670
2x2,170,510,170
4x4,265,6280,4635
8x8,735,54280,37700
16x16,3545,438270,274150
32x32,23570,3548795,1942045
64x64,169410,29295800,13672630
128x128,1352725,229495075,96180270
256x256,13564765,1811966635,673851640
2x2,165,525,185
4x4,275,6335,4635
8x8,730,54090,37865
16x16,3600,438895,274545
32x32,22865,3511585,1945000
64x64,169190,29432520,13663295
128x128,1349010,229499880,96076925
256x256,13807265,1812058630,673682890
2x2,185,505,175
4x4,275,6295,4620
8x8,735,54300,37840
16x16,3885,437435,272225
32x32,22950,3485955,1940275
64x64,169650,29307190,13767605
128x128,1357345,229217925,96206200
256x256,13376075,1812206515,673557330
2x2,165,515,180
4x4,265,6365,4635
8x8,750,53920,38095
16x16,3620,438110,273370
32x32,22845,3524040,1950465
64x64,170475,29475220,13677395
128x128,1349050,229447895,96143010
256x256,13882765,1812481305,673962115
2x2,180,520,195
4x4,280,6405,4615
8x8,740,54350,37745
16x16,3790,438850,277340
32x32,23190,3558350,1975055
64x64,170085,29350080,13680615
128x128,1351270,229579370,96067715
256x256,13607780,1812060870,674068735
2x2,180,515,175
4x4,250,6355,4660
8x8,750,53770,38180
16x16,3580,440030,276980
32x32,23015,3520750,1978305
64x64,168940,29312380,13649210
128x128,1355460,229327790,95890930
256x256,13828450,1812693960,674196130
2x2,165,515,200
4x4,245,6255,4615
8x8,750,54060,37965
16x16,3570,437515,277520
32x32,23415,3488460,1938855
64x64,170505,29321340,13614040
128x128,1365245,229485500,95923980
256x256,13825995,1813147045,674284400
2x2,180,520,180
4x4,270,6290,4620
8x8,730,54030,37690
16x16,3610,436175,275500
32x32,22735,3526705,1956595
64x64,169405,29314345,13684115
128x128,1352170,229819485,95817040
256x256,13826105,1813589335,673650040
2x2,165,510,200
4x4,290,6595,4650
8x8,740,54010,37540
16x16,3705,439285,277050
32x32,22860,3527280,1942715
64x64,169150,29277615,13674000
128x128,1353940,229593570,95933530
256x256,13318140,1813069835,673862440
2x2,145,525,180
4x4,260,6295,4640
8x8,745,53710,38025
16x16,3605,437245,275825
32x32,23025,3510345,1939480
64x64,169465,29306515,13654295
128x128,1347935,229415280,95950425
256x256,13820405,1812083775,674118675
2x2,175,510,250
4x4,275,6350,4635
8x8,730,53915,37725
16x16,3605,438570,275115
32x32,22810,3515870,1967280
64x64,169550,29341495,13688865
128x128,1362575,229632835,95837480
256x256,13566030,1812564465,673842675
2x2,180,510,175
4x4,265,6335,4610
8x8,735,53465,37815
16x16,3605,435985,296390
32x32,23130,3517600,1950510
64x64,170120,29320395,13677300
128x128,1350380,229573935,96008845
256x256,13890580,1812001865,674042895
2x2,170,500,180
4x4,290,6390,4650
8x8,745,54130,37750
16x16,3605,439395,277440
32x32,23000,3532235,1942480
64x64,169255,29314335,13683815
128x128,1354995,229733625,96066395
256x256,13768650,1812327995,673783145
2x2,175,525,190
4x4,280,6320,4660
8x8,750,53995,38240
16x16,3620,437805,274950
32x32,23280,3526725,1941085
64x64,170520,29326030,13678425
128x128,1351535,229564990,96199005
256x256,13806205,1813402640,674110790
2x2,185,525,170
4x4,260,6295,4640
8x8,745,53810,37785
16x16,3610,440240,275230
32x32,23140,3513510,1951490
64x64,169195,29344610,13678910
128x128,1356700,229814990,96291580
256x256,13405670,1813377495,673647055
2x2,170,510,185
4x4,270,6325,4620
8x8,745,53555,38795
16x16,3595,437115,273695
32x32,22955,3549310,1947440
64x64,170260,29392300,13723140
128x128,1366220,229755125,96156595
256x256,13552690,1813279910,673796790
2x2,180,520,170
4x4,255,6300,4645
8x8,740,53780,38230
16x16,3610,439465,274875
32x32,23155,3508990,1942105
64x64,169155,29367450,13719095
128x128,1352665,229438685,96145825
256x256,13356455,1812968110,673692250
2x2,170,535,240
4x4,370,6335,4615
8x8,740,53735,41910
16x16,3590,438100,274545
32x32,23000,3537090,1957360
64x64,171455,29559575,13670265
128x128,1351145,229212555,96135045
256x256,13808355,1812527410,674210660
2x2,185,525,195
4x4,265,6350,4650
8x8,745,54040,37945
16x16,3635,437340,276580
32x32,23120,3553735,1955185
64x64,170010,29332995,13736905
128x128,1358895,229568520,95988900
256x256,13565350,1812808435,673910040
2x2,155,500,175
4x4,270,6345,4655
8x8,730,53680,39725
16x16,3595,437345,273690
32x32,22825,3512290,1969325
64x64,169925,29305825,13701910
128x128,1354855,229630425,95924500
256x256,13903770,1813145005,674066235
2x2,165,515,190
4x4,240,6285,4615
8x8,740,53965,37675
16x16,3620,436850,274885
32x32,23045,3510695,1943130
64x64,169675,29322085,13678445
128x128,1357935,229739900,96222765
256x256,13400565,1812193650,674470855
2x2,190,615,225
4x4,400,7675,5805
8x8,1030,53500,38200
16x16,3620,437925,274970
32x32,22745,3547930,1945870
64x64,170030,29235395,13688380
128x128,1354640,229550755,95977355
256x256,13837555,1812960535,675403740
2x2,160,535,175
4x4,300,6425,4715
8x8,745,54750,38405
16x16,3655,442785,278140
32x32,23960,3569955,1964180
64x64,171115,29504380,13765700
128x128,1359920,229572265,96064465
256x256,13668185,1813028415,673912630
2x2,180,510,170
4x4,270,6320,4590
8x8,750,53685,38270
16x16,3650,440040,279250
32x32,22890,3544610,1939690
64x64,169775,29271000,13662965
128x128,1346190,229628620,96469925
256x256,13888370,1814639415,674523020
2x2,170,520,185
4x4,265,6340,4575
8x8,740,54220,37750
16x16,3860,438410,273460
32x32,22990,3511165,1942710
64x64,169635,29316780,13658010
128x128,1365420,229767965,95986715
256x256,13811490,1813730265,673871285
2x2,195,515,190
4x4,270,6420,4615
8x8,740,53385,37015
16x16,3565,437930,271885
32x32,22705,3506440,1963795
64x64,168770,29270520,13644645
128x128,1402320,229544880,96168850
256x256,13853450,1812731415,673814035
2x2,215,515,180
4x4,265,6355,4620
8x8,730,53925,37730
16x16,3640,437835,276055
32x32,22805,3488745,1925255
64x64,170295,29424140,13645155
128x128,1354330,229443955,96142390
256x256,13530040,1813249715,673972705
2x2,170,515,180
4x4,260,6420,4640
8x8,735,54570,38170
16x16,3725,437405,276675
32x32,22760,3532595,1946515
64x64,169620,29398615,13638185
128x128,1354685,229635355,96073905
256x256,14013825,1813384700,673954105
2x2,175,525,205
4x4,260,6330,4630
8x8,740,53945,37390
16x16,3590,438695,273065
32x32,22965,3509865,1937780
64x64,169695,29291160,13798130
128x128,1380925,229624200,96251620
256x256,13730790,1812785260,674022400
2x2,175,520,195
4x4,280,6470,4620
8x8,735,53775,38375
16x16,3620,455665,274525
32x32,22835,3511870,1941250
64x64,170150,29475125,13735910
128x128,1353270,229595470,96344265
256x256,13051435,1813810225,674157605
2x2,180,525,190
4x4,275,6310,4625
8x8,740,72340,37810
16x16,3610,439125,275510
32x32,24105,3557385,1963580
64x64,173620,29478510,13663590
128x128,1357715,229468585,96056065
256x256,13386460,1812896900,674571250
2x2,220,530,200
4x4,300,6295,4675
8x8,745,54450,38195
16x16,3670,434450,275320
32x32,23005,3541075,1959920
64x64,171305,29339585,13684640
128x128,1356065,230053795,95946455
256x256,13828985,1813352505,674492560
2x2,190,540,205
4x4,255,6430,4620
8x8,730,53685,37570
16x16,3740,437045,276145
32x32,22855,3510635,1948300
64x64,169470,29390710,13634830
128x128,1353125,229572390,95969360
256x256,13386270,1812911045,674431930
2x2,180,520,205
4x4,300,6290,4775
8x8,745,53320,37820
16x16,3610,438595,273345
32x32,22700,3529050,1942925
64x64,169240,29371175,13656240
128x128,1358620,229414005,96000055
256x256,13967280,1810945080,673661355
2x2,175,530,205
4x4,245,6350,4645
8x8,725,55235,38015
16x16,3605,440570,275240
32x32,22950,3523780,1950145
64x64,168875,29318130,13726915
128x128,1352985,229625730,95999360
256x256,13607335,1810930485,673664485
2x2,175,510,190
4x4,265,6325,4650
8x8,740,53810,38860
16x16,3600,438345,274565
32x32,23405,3553960,1941105
64x64,168900,29240430,13654280
128x128,1345830,229343670,95888360
256x256,13803690,1811183350,672990780
2x2,185,510,195
4x4,275,6330,4630
8x8,740,53825,38095
16x16,3585,436950,275425
32x32,22765,3505880,1937985
64x64,168920,29306985,13692935
128x128,1351560,229284775,95927445
256x256,13557080,1810544815,673374385
2x2,170,520,195
4x4,275,6340,4640
8x8,750,54015,37735
16x16,3640,438725,272720
32x32,23145,3509045,1944195
64x64,170095,29417125,13665175
128x128,1368995,229646445,95988945
256x256,13872205,1812404605,673134645
2x2,165,525,175
4x4,270,6415,4645
8x8,735,53880,37860
16x16,3645,434645,275210
32x32,22780,3516850,1967605
64x64,168800,29273380,13696065
128x128,1354100,229196095,95917390
256x256,13801135,1810265855,675195660
2x2,175,520,165
4x4,270,6360,4655
8x8,740,55695,37995
16x16,3640,436185,275625
32x32,22865,3530885,1950075
64x64,168920,29305775,13680080
128x128,1350380,229522030,96091880
256x256,13831995,1811300660,673378335
2x2,200,510,185
4x4,255,6335,4630
8x8,740,54205,38045
16x16,3590,437320,274200
32x32,22940,3532040,1949090
64x64,169270,29325590,13689060
128x128,1366880,229749175,96105260
256x256,13390230,1810595350,673017890
2x2,180,520,175
4x4,280,6325,4620
8x8,745,54325,38570
16x16,3635,439475,275165
32x32,22690,3501765,1961020
64x64,169495,29221630,13660885
128x128,1346895,229476450,96090815
256x256,13876015,1810582435,673330180
2x2,175,525,190
4x4,265,6245,4595
8x8,725,54025,38265
16x16,3570,434215,274045
32x32,23030,3506480,1938895
64x64,170360,29403200,13696170
128x128,1366860,229440310,96133485
256x256,13561590,1810636655,673220075
2x2,175,515,185
4x4,255,6550,4620
8x8,735,53265,37885
16x16,3600,435075,276880
32x32,22720,3532440,1938525
64x64,169170,29386940,13806095
128x128,1351030,229223805,96043715
256x256,13851070,1811001195,673393985
2x2,165,525,180
4x4,260,6310,4615
8x8,735,54230,37965
16x16,3595,436400,274400
32x32,22855,3510310,1948905
64x64,168765,29410465,13681605
128x128,1352415,229299775,96209105
256x256,13574575,1812141160,673840845
2x2,185,520,185
4x4,270,6475,4655
8x8,745,55055,38085
16x16,3680,442610,279125
32x32,23105,3524385,1942355
64x64,170370,29359385,13667025
128x128,1354115,229481480,95858680
256x256,14133945,1810642375,673929900
2x2,175,535,220
4x4,265,6280,4635
8x8,735,54530,37835
16x16,3600,437030,274685
32x32,22725,3542290,1936605
64x64,168835,29309835,13681680
128x128,1353870,229495445,95913230
256x256,13599675,1811209275,673013950
2x2,180,515,190
4x4,265,6275,4600
8x8,740,53570,38030
16x16,3615,433740,274635
32x32,22835,3485545,1954280
64x64,169590,29304050,13694385
128x128,1365635,229378465,95918975
256x256,13806140,1810684600,673385145
2x2,175,515,180
4x4,270,6305,4620
8x8,745,53745,37755
16x16,3615,440865,276330
32x32,22975,3511375,1943680
64x64,168650,29226265,13671870
128x128,1350490,229217630,96014240
256x256,13378800,1811219090,673654870
2x2,185,495,160
4x4,275,6310,4770
8x8,740,53760,37445
16x16,3610,437295,274580
32x32,22715,3515090,1977130
64x64,169400,29250815,13747240
128x128,1358000,229429270,96028505
256x256,13810190,1811424415,673334390
2x2,175,520,190
4x4,270,6575,4610
8x8,750,53760,37650
16x16,3580,437595,274995
32x32,22805,3513640,1941365
64x64,169265,29315200,13687980
128x128,1356320,229315570,95822655
256x256,13814455,1810939815,673041580
2x2,175,510,185
4x4,255,6345,4600
8x8,740,54035,38155
16x16,3605,437125,273580
32x32,23115,3560540,1960500
64x64,171275,29437500,13644730
128x128,1348405,229528405,95903920
256x256,13950555,1811763225,674094465
2x2,200,525,190
4x4,270,6330,4620
8x8,735,53795,37680
16x16,3600,436380,274720
32x32,22810,3523470,1970000
64x64,170125,29310855,13660140
128x128,1354200,229429335,95979915
256x256,13357300,1811656945,673760155
2x2,170,510,190
4x4,255,6265,4580
8x8,735,53895,37960
16x16,3635,438975,274410
32x32,22745,3515555,1939570
64x64,169995,29338335,13653960
128x128,1349455,229319270,96036130
256x256,13808730,1812750955,673230700
2x2,190,520,175
4x4,295,6350,4640
8x8,745,53620,37860
16x16,3600,437685,275375
32x32,22965,3531085,1946650
64x64,169225,29309440,13666175
128x128,1362410,229500450,95898850
256x256,13521260,1812456785,673231595
2x2,175,525,195
4x4,260,6365,4640
8x8,745,54260,38160
16x16,3630,440085,275860
32x32,22795,3508310,1940610
64x64,169650,29351280,13631565
128x128,1345160,229213080,96268790
256x256,13899420,1810308070,673625990
2x2,170,515,205
4x4,255,6450,4625
8x8,735,54860,37735
16x16,3835,438295,275725
32x32,22740,3490255,1938220
64x64,169095,29265850,13643730
128x128,1455060,229583515,96151255
256x256,13478095,1812262375,675507370
2x2,180,525,195
4x4,290,6375,4655
8x8,760,54005,38255
16x16,3610,442350,278515
32x32,23355,3543120,1936050
64x64,170180,29369030,13684435
128x128,1350735,229341960,96088430
256x256,13918775,1810268330,673352960
2x2,195,520,190
4x4,250,6290,4640
8x8,735,54190,37785
16x16,3695,438180,275245
32x32,23245,3506805,1945140
64x64,169850,29258620,13786185
128x128,1370600,229539800,96308470
256x256,13699285,1811425310,673314455
2x2,160,670,190
4x4,255,6285,4590
8x8,735,54375,38255
16x16,3655,440520,275375
32x32,22895,3524920,1943935
64x64,169070,29335180,13748235
128x128,1351435,229332430,96102615
256x256,13965235,1810870225,673314200
2x2,185,535,185
4x4,275,6320,4630
8x8,735,53895,37690
16x16,3590,436680,273875
32x32,23095,3509000,1965835
64x64,169445,29444445,13704180
128x128,1399230,229271045,96155625
256x256,13399530,1811143870,673351555
2x2,160,515,195
4x4,270,6435,4620
8x8,750,53960,38200
16x16,3765,438820,274940
32x32,22730,3538565,1950020
64x64,171100,29325825,13709765
128x128,1362705,229901795,96097855
256x256,13852525,1811082305,673337090
2x2,180,510,200
4x4,270,6325,4650
8x8,745,54695,37985
16x16,3640,440095,276515
32x32,23025,3534645,1951255
64x64,170980,29348420,13648915
128x128,1355630,229544095,95930065
256x256,13556975,1811123440,673371365
2x2,185,525,205
4x4,265,6370,4640
8x8,735,53845,38035
16x16,3575,437870,275975
32x32,22775,3508430,1949000
64x64,169220,29315345,13636985
128x128,1351630,229445630,95957445
256x256,13972050,1810899830,673004705
2x2,170,510,190
4x4,275,6340,4645
8x8,745,54410,37895
16x16,3630,440930,274340
32x32,23470,3518300,1935800
64x64,168755,29257070,13655855
128x128,1502675,229571550,95907420
256x256,13477290,1810787680,673230300
2x2,220,515,175
4x4,275,6285,4645
8x8,740,53805,37995
16x16,3605,435565,274800
32x32,22755,3545255,1940050
64x64,169580,29361265,13664075
128x128,1346680,229333270,96235360
256x256,13893025,1811085890,673622325
2x2,185,520,180
4x4,270,6365,4750
8x8,755,53855,37615
16x16,3735,436765,274570
32x32,22950,3532060,1963860
64x64,170590,29316255,13694720
128x128,1351820,224589215,96108500
256x256,13550680,1803255605,673028480
2x2,215,525,290
4x4,300,6265,5190
8x8,760,53915,37900
16x16,3650,437565,275710
32x32,22810,3521355,1938980
64x64,169475,28197715,13661845
128x128,1351420,224374210,95835155
256x256,13837775,1806136615,673496505
2x2,230,575,290
4x4,305,6355,4700
8x8,770,53965,37945
16x16,3640,436160,275100
32x32,23145,3513790,1974955
64x64,170315,28121825,13665130
128x128,1359725,224649580,95991395
256x256,13416425,1803331610,673344450
2x2,225,565,295
4x4,335,6295,4720
8x8,765,54320,38425
16x16,3645,440605,275900
32x32,26590,3524725,1953915
64x64,169185,28283345,13667770
128x128,1346420,224634700,96951400
256x256,13881365,1802948165,673088320
2x2,220,585,290
4x4,305,6290,4865
8x8,785,54145,37855
16x16,3660,439395,275460
32x32,22880,3532030,1946590
64x64,169625,28196250,13645865
128x128,1679110,225789945,95853050
256x256,14633700,1798926845,674114220
2x2,235,545,260
4x4,340,6375,4730
8x8,775,53860,38260
16x16,3665,439815,275190
32x32,22890,3534490,2028895
64x64,170250,28222980,13652035
128x128,1349845,224516785,95976340
256x256,13808960,1803598815,673250130
2x2,215,545,280
4x4,310,6375,4705
8x8,770,53780,38530
16x16,3660,440995,275620
32x32,23050,3515330,1941890
64x64,168910,28182830,13729835
128x128,1358630,224415090,96033040
256x256,13609120,1803840735,673135815
2x2,375,605,300
4x4,320,6410,4705
8x8,770,54020,38630
16x16,3635,438440,274435
32x32,22815,3552890,1945155
64x64,169590,28179350,13718355
128x128,1344925,224514235,96098760
256x256,14005295,1803900140,672748555
2x2,235,555,305
4x4,305,6340,4705
8x8,770,53585,37590
16x16,3650,442355,274685
32x32,22885,3533900,1940105
64x64,170020,28122930,13691535
128x128,1368775,224392515,95930680
256x256,13621125,1803124925,673096595
2x2,230,590,300
4x4,320,6570,4705
8x8,760,53735,38405
16x16,3660,438235,274270
32x32,22930,3505345,1932090
64x64,169040,28194755,13759675
128x128,1351630,224543000,95892350
256x256,15746605,1803341210,673005600
2x2,210,575,320
4x4,310,6300,4730
8x8,760,54095,38220
16x16,3625,442050,276505
32x32,22995,3543415,1937475
64x64,169225,28074560,13745960
128x128,1369775,224458050,96605860
256x256,13884170,1803840780,673939425
2x2,215,620,295
4x4,305,6315,4735
8x8,780,53650,38670
16x16,3665,441030,275500
32x32,23230,3536190,1968910
64x64,237945,28220490,13655840
128x128,1345230,224725440,95896185
256x256,13815340,1802572885,673211305
2x2,215,560,335
4x4,305,6315,4705
8x8,765,53540,37935
16x16,3635,438415,294245
32x32,23205,3512995,1937860
64x64,170850,28186955,13710830
128x128,1353115,225348780,95851620
256x256,14689070,1797444415,673959250
2x2,160,525,135
4x4,240,6315,4625
8x8,790,53950,38590
16x16,4275,437470,273425
32x32,27760,3510940,1974855
64x64,203960,28240035,13658215
128x128,1608110,225800170,95821440
256x256,14956045,1797839205,674245895
2x2,170,510,140
4x4,215,6295,4605
8x8,790,53775,37900
16x16,4280,435735,273745
32x32,27225,3510510,1937470
64x64,204175,28167030,13643505
128x128,1613580,225935480,96015380
256x256,14667595,1796838340,673599220
2x2,165,520,140
4x4,295,6315,4645
8x8,800,54025,38180
16x16,3990,436900,274755
32x32,27165,3532975,1937050
64x64,203530,28229440,13635980
128x128,1603565,225926340,95942675
256x256,14820615,1797635430,674472525
2x2,170,525,145
4x4,295,6345,4615
8x8,795,54410,38050
16x16,4030,438270,274215
32x32,27230,3520470,1941790
64x64,203820,28178685,13719980
128x128,1618295,225642030,95932165
256x256,14719920,1797515750,673442870
2x2,140,530,145
4x4,265,6355,4645
8x8,790,54285,37695
16x16,4010,437690,274710
32x32,27030,3517865,1941705
64x64,204060,28196885,13643320
128x128,1602945,225860385,95901525
256x256,14907635,1797442770,674014390
2x2,150,510,135
4x4,305,6280,4755
8x8,790,53795,37835
16x16,4140,435760,273395
32x32,27130,3509505,1938920
64x64,203485,28290340,13658960
128x128,1607465,225624365,96058335
256x256,14715435,1798070700,676041705
2x2,170,510,140
4x4,305,6280,4585
8x8,795,53250,37535
16x16,4055,435075,274120
32x32,27220,3518690,1988370
64x64,204515,28205830,13678050
128x128,1605550,225594240,96134685
256x256,14831530,1797526100,675282845
2x2,165,520,140
4x4,305,6350,4630
8x8,795,81390,38055
16x16,4050,440505,275555
32x32,27135,3540725,1947660
64x64,205295,28199060,13689665
128x128,1626455,225726415,95960180
256x256,14844155,1797876885,673976135
2x2,170,520,155
4x4,305,6355,4625
8x8,810,53935,37830
16x16,4300,436635,272990
32x32,27135,3505140,1970785
64x64,204570,28255215,13655240
128x128,1602260,225621095,95915855
256x256,14805230,1797607865,674382465
2x2,145,535,140
4x4,280,6290,4575
8x8,770,54245,37890
16x16,4015,437220,274845
32x32,27130,3516655,1939550
64x64,203615,28187780,13677295
128x128,1762345,225753395,95873670
256x256,14808740,1797288745,674207640
2x2,185,510,140
4x4,300,6425,4585
8x8,785,54215,37830
16x16,4560,440020,277765
32x32,27075,3528775,1940755
64x64,203420,28169265,13667565
128x128,1601735,225836055,95875325
256x256,14819935,1798414615,673865445
2x2,160,525,140
4x4,270,6400,4585
8x8,810,54625,37605
16x16,4145,437485,274875
32x32,27065,3517110,1961935
64x64,203590,28135865,13712400
128x128,1606725,225987765,95852760
256x256,14720570,1797586860,674123815
2x2,160,515,135
4x4,265,6270,4645
8x8,815,53860,37840
16x16,4005,438060,274920
32x32,27060,3524120,1968965
64x64,203885,28194790,13651045
128x128,1610905,225905940,95924420
256x256,14806210,1797482340,674255595
2x2,180,515,145
4x4,270,6280,4580
8x8,785,53895,37965
16x16,4025,437955,272095
32x32,27170,3529450,1934200
64x64,204165,28179505,13653060
128x128,1614720,225785655,95972235
256x256,14619720,1799160270,674500055
2x2,145,520,155
4x4,295,6290,4615
8x8,795,53950,37730
16x16,4015,437905,273815
32x32,27160,3506635,1939380
64x64,204400,28127605,13695850
128x128,1618960,225672155,95911905
256x256,14792515,1797254680,674487120
2x2,165,520,140
4x4,260,6325,4600
8x8,795,54310,37580
16x16,4015,438350,276810
32x32,27735,3518945,1948750
64x64,204370,28242270,13661330
128x128,1606190,225811630,95987460
256x256,14709920,1796971680,673669640
2x2,160,525,140
4x4,305,6350,4615
8x8,785,53905,38170
16x16,4000,437060,274755
32x32,27390,3531840,1939445
64x64,203735,28153750,13660325
128x128,1603210,225681195,95880320
256x256,14782825,1797585560,673907315
2x2,165,520,145
4x4,265,6345,4635
8x8,900,54365,37755
16x16,4015,439720,274585
32x32,27165,3510600,1941440
64x64,204285,28137360,13699090
128x128,1606930,225759015,96011345
256x256,14741340,1798125990,674245545
2x2,145,520,135
4x4,275,6350,4580
8x8,805,53950,37990
16x16,3995,437870,274390
32x32,27110,3519500,1946115
64x64,204000,28157875,13649920
128x128,1625245,225754610,95932510
256x256,14854275,1797801605,673837480
2x2,160,515,145
4x4,255,6335,4595
8x8,790,54550,37860
16x16,4050,439265,276945
32x32,27240,3519625,1959300
64x64,204260,28185860,13634100
128x128,1622880,225964895,96004285
256x256,14719870,1798013215,673974610
2x2,155,510,145
4x4,235,6300,4630
8x8,790,54110,37925
16x16,4055,435625,273935
32x32,27125,3501065,1939555
64x64,204480,28226760,13655250
128x128,1603800,225705795,96149645
256x256,14815935,1799670355,674029855
2x2,175,520,145
4x4,305,6310,4685
8x8,775,54240,37725
16x16,4020,437590,274280
32x32,27065,3528110,1932740
64x64,203665,28240270,13674630
128x128,1615190,225722185,96055595
256x256,14982140,1798665880,674312165
2x2,165,510,145
4x4,305,7030,4575
8x8,785,53950,38145
16x16,4015,436965,275220
32x32,27200,3514275,1958995
64x64,203930,28213875,13614230
128x128,1607760,225819090,96005885
256x256,14888910,1797963240,674574020
2x2,165,525,140
4x4,225,6350,4600
8x8,790,53595,37200
16x16,4015,438130,273165
32x32,27300,3520050,1952140
64x64,205215,28207370,13652380
128x128,1616520,225742415,96305290
256x256,14704695,1797989575,673906300
2x2,160,510,135
4x4,295,6360,4620
8x8,790,53855,37835
16x16,4015,433780,273350
32x32,27110,3522920,1948505
64x64,205210,28232095,13674315
128x128,1603245,225583385,96052585
256x256,14870030,1797698855,674137410
2x2,155,515,155
4x4,305,6345,4645
8x8,805,53940,37880
16x16,4050,437820,273755
32x32,27200,3512410,1947995
64x64,205000,28327495,13668335
128x128,1609830,225745195,96003845
256x256,14779025,1797792210,674010740
2x2,155,510,150
4x4,290,6360,4590
8x8,800,53825,37970
16x16,4015,439255,273325
32x32,26975,3485325,1940695
64x64,204475,28204320,13655790
128x128,1645430,226069610,95955390
256x256,14853565,1797422955,674896705
2x2,150,515,150
4x4,305,6475,4605
8x8,800,55280,37600
16x16,4135,436175,273780
32x32,27170,3531415,1939385
64x64,203485,28106460,13676060
128x128,1610160,225613660,96027400
256x256,14665570,1798243705,674040060
2x2,150,520,160
4x4,285,6290,4620
8x8,790,53735,38060
16x16,4050,438470,273845
32x32,27400,3506265,1939275
64x64,204090,28213495,13678920
128x128,1603790,225741730,96218080
256x256,14788900,1798246105,674194100
2x2,160,530,135
4x4,305,6300,4605
8x8,785,53555,37355
16x16,4030,437110,275000
32x32,27640,3514010,1941755
64x64,203915,28128320,13674000
128x128,1625705,225748175,95904465
256x256,14901770,1797281940,673901335
2x2,160,520,145
4x4,270,6290,4565
8x8,790,53590,38115
16x16,4025,434410,273380
32x32,27255,3507295,1971965
64x64,204325,28206050,13645135
128x128,1616050,225681165,95928175
256x256,14868285,1798000235,674357930
2x2,175,510,135
4x4,215,6360,4555
8x8,785,54250,38545
16x16,4150,437480,273050
32x32,27815,3510940,1935080
64x64,203370,28193735,13651490
