Size,Traditional,Divide & Conquer, Strassen
128x128,1608730,225764615,95900745
256x256,14239450,1797707740,674010275
2x2,170,525,145
4x4,300,6250,4595
8x8,790,53760,37620
16x16,4010,434150,274990
32x32,26985,3526045,1935655
64x64,204335,28242925,13642100
128x128,1602400,225630140,95905790
256x256,14187490,1797597430,673745920
2x2,170,520,140
4x4,270,6330,4580
8x8,980,53720,37950
16x16,4020,438010,274030
32x32,26905,3510875,1965365
64x64,203270,28181680,13619605
128x128,1614445,225680330,95993020
256x256,14247555,1797792400,674194955
2x2,165,515,155
4x4,305,6290,4610
8x8,850,54355,38065
16x16,4010,438690,273305
32x32,27385,3527605,1943740
64x64,203720,28190030,13645960
128x128,1610715,225783660,96128030
256x256,14147865,1798053080,673700770
2x2,155,515,130
4x4,265,6300,4695
8x8,805,53815,38015
16x16,4010,435130,272275
32x32,27140,3525570,1935310
64x64,204010,28222490,13634630
128x128,1616130,225559805,96064430
256x256,14257245,1798197740,674176830
2x2,150,510,145
4x4,300,6280,4655
8x8,795,53965,37710
16x16,4020,439645,276030
32x32,26925,3509055,1943175
64x64,204430,28207295,13627520
128x128,1603995,225974855,96023970
256x256,14161380,1798261495,674237830
2x2,155,515,140
4x4,305,6305,4780
8x8,800,54305,38265
16x16,4005,437630,273125
32x32,27420,3498145,1938305
64x64,203785,28202480,13646020
128x128,1606845,225646005,95888035
256x256,14485785,1798976970,674088330
2x2,155,515,135
4x4,225,6345,4685
8x8,800,53725,38180
16x16,4040,435890,274495
32x32,26915,3559130,1938795
64x64,204060,28184860,13632835
128x128,1603655,225805405,96049005
256x256,14289290,1798375025,674316615
2x2,175,525,130
4x4,230,6295,4800
8x8,785,53800,37900
16x16,4010,439085,273910
32x32,27160,3511845,1937710
64x64,210250,28268615,13690640
128x128,1610735,225550035,95953240
256x256,14386810,1797320860,674477870
2x2,160,520,135
4x4,305,6500,4645
8x8,780,54065,37760
16x16,4030,437525,274020
32x32,26895,3508510,1936290
64x64,203480,28214965,13695870
128x128,1621350,225906870,95953395
256x256,14125265,1801203295,674605645
2x2,150,520,150
4x4,300,6535,4930
8x8,780,54095,37420
16x16,4165,437320,274525
32x32,28130,3517605,1964275
64x64,204050,28209590,13722700
128x128,1600285,225773715,96095535
256x256,14256025,1797582390,674532165
2x2,165,525,175
4x4,210,6640,4590
8x8,795,53705,37765
16x16,4005,438010,273730
32x32,27550,3527475,1950800
64x64,204175,28130355,13650175
128x128,1621385,225771480,96098580
256x256,14346910,1797591570,674144050
2x2,160,510,160
4x4,305,6425,4570
8x8,785,53855,37670
16x16,4030,437875,293910
32x32,27035,3510310,1934510
64x64,204270,28199090,13643095
128x128,1612790,226395045,96094280
256x256,14142860,1797128990,674077580
2x2,165,510,150
4x4,305,6415,4595
8x8,800,54395,37725
16x16,3995,438060,277080
32x32,27310,3518645,1976155
64x64,206180,28139555,13654055
128x128,1606055,225622600,96113655
256x256,14205105,1797705955,674084230
2x2,155,515,145
4x4,305,6490,4610
8x8,795,53870,38030
16x16,4020,439510,274980
32x32,28130,3526735,1959725
64x64,205115,28168895,13663120
128x128,1608965,225875870,96049705
256x256,14372050,1797703945,674265475
2x2,165,515,140
4x4,305,6395,4590
8x8,780,54160,37700
16x16,4035,438190,274075
32x32,27060,3529235,1934090
64x64,206970,28338760,13658265
128x128,1616685,225491090,95842735
256x256,14109975,1797530100,673895850
2x2,145,515,140
4x4,225,6535,4630
8x8,795,53860,37860
16x16,4050,436290,273575
32x32,27165,3513755,1935175
64x64,203985,28166765,13661280
128x128,1617060,225456420,96007965
256x256,14328195,1797743520,673904965
2x2,180,510,145
4x4,295,6335,4760
8x8,795,54770,37645
16x16,4020,438115,275285
32x32,27110,3504250,1931780
64x64,203325,28107015,13651550
128x128,1600215,225627620,96004230
256x256,14222640,1797239155,673818410
2x2,160,515,135
4x4,305,6630,4615
8x8,790,54285,38530
16x16,4050,436835,275215
32x32,27720,3538980,1938555
64x64,205065,28226675,13639110
128x128,1640820,226133810,96290960
256x256,14326455,1797026705,673863280
2x2,185,570,145
4x4,225,6275,4645
8x8,790,53485,37630
16x16,4050,436955,273845
32x32,27705,3507370,1935545
64x64,203085,28128330,13715740
128x128,1623025,225790965,96001840
256x256,14244900,1797354705,674121860
2x2,150,515,140
4x4,305,6270,4585
8x8,775,53565,37855
16x16,4040,437615,274010
32x32,28125,3514990,1947340
64x64,205430,28211435,13652840
128x128,1611225,225523260,96202645
256x256,14470250,1797874410,674224405
2x2,165,515,160
4x4,300,6370,4605
8x8,925,54600,38095
16x16,4020,439485,272570
32x32,26880,3511705,1954675
64x64,205675,28168765,13652410
128x128,1601210,225704160,96012555
256x256,14598325,1797874770,673877540
2x2,155,520,135
4x4,275,6350,4610
8x8,790,53835,37935
16x16,4030,437900,273660
32x32,27040,3511850,1935415
64x64,204315,28185495,13648320
128x128,1614675,226107070,96123415
256x256,14837605,1798532415,673993335
2x2,170,510,145
4x4,305,6300,4580
8x8,790,54785,37610
16x16,4020,437485,273860
32x32,26905,3505160,1939310
64x64,203640,28322135,13668115
128x128,1603260,225732580,96192185
256x256,14922130,1799178600,674034780
2x2,150,525,140
4x4,305,6345,4610
8x8,795,53895,37865
16x16,4005,439095,272810
32x32,27115,3506295,1964620
64x64,204295,28135500,13662250
128x128,1607565,225604140,96230260
256x256,14738070,1798511050,673913955
2x2,160,520,145
4x4,285,6365,4635
8x8,805,53825,37645
16x16,4010,436510,275500
32x32,27075,3509345,1942680
64x64,204175,28125435,13676780
128x128,1606610,225765490,96206195
256x256,14778885,1797443875,674476820
2x2,170,520,135
4x4,300,6270,4565
8x8,790,53745,38330
16x16,4020,436755,273440
32x32,27120,3519105,1938935
64x64,204185,28224940,13699890
128x128,1603490,225459895,95985670
256x256,14724855,1798154655,673888585
2x2,165,520,140
4x4,305,6250,4630
8x8,805,54125,37745
16x16,4000,437405,275510
32x32,26995,3538755,1933610
64x64,204545,28189045,13668545
128x128,1606980,225668805,96049215
256x256,14875035,1797624070,674084790
2x2,155,510,145
4x4,280,6290,4570
8x8,785,53745,38470
16x16,4180,437990,275715
32x32,27040,3535390,1938495
64x64,203915,28200655,13626315
128x128,1623620,225730195,96184585
256x256,14508315,1797653630,673927195
2x2,150,515,145
4x4,245,6280,4580
8x8,795,54035,37655
16x16,4300,437270,273860
32x32,27035,3531270,1932805
64x64,204115,28265205,13638285
128x128,1608435,226269340,96108990
256x256,14947435,1799301265,674518495
2x2,205,525,130
4x4,305,6450,4625
8x8,810,54075,38010
16x16,4035,439565,275725
32x32,27190,3527290,1957740
64x64,204650,28230975,13673755
128x128,1664930,225838050,96155520
256x256,14445355,1798725780,673718550
2x2,175,510,150
4x4,205,6285,4600
8x8,790,76385,37715
16x16,4015,437025,273670
32x32,26955,3508600,1940390
64x64,203485,28177580,13639450
128x128,1616790,225854120,96111465
256x256,14372310,1797654255,673554835
2x2,165,520,140
4x4,260,6345,4720
8x8,785,53770,37695
16x16,4005,434895,274220
32x32,26905,3508770,1935485
64x64,204025,28359220,13701990
128x128,1616270,225696915,96337440
256x256,14616695,1797196080,673828595
2x2,170,510,140
4x4,305,6360,4630
8x8,805,53690,38410
16x16,4005,437820,274175
32x32,28335,3524795,1962635
64x64,203685,28192870,13628480
128x128,1605375,225921005,96165980
256x256,14925390,1798012155,674147125
2x2,160,520,145
4x4,240,6330,4610
8x8,790,53865,38035
16x16,4035,434565,273670
32x32,27120,3516125,1944580
64x64,203875,28135760,13670820
128x128,1603795,225938055,96125310
256x256,14466070,1798038245,674150065
2x2,165,510,150
4x4,300,6290,4630
8x8,790,53865,37975
16x16,4030,437775,274035
32x32,27025,3533300,1938260
64x64,203650,28144380,13635735
128x128,1608790,225564450,96057030
256x256,14569180,1797779570,673850330
2x2,160,525,150
4x4,305,6235,4560
8x8,780,53310,38605
16x16,4010,437955,273630
32x32,26920,3510395,1939465
64x64,204925,28259995,13665155
128x128,1605405,225791900,96102305
256x256,14858485,1798787100,674318805
2x2,190,510,140
4x4,440,6310,4605
8x8,790,53870,38665
16x16,4015,438305,274115
32x32,26950,3506315,1964590
64x64,204840,28192235,13700130
128x128,1607315,225721780,96101215
256x256,14626305,1798225110,674125620
2x2,175,510,145
4x4,305,6470,4610
8x8,800,54210,38265
16x16,4015,438175,272115
32x32,27035,3514080,1941815
64x64,205470,28180825,13628990
128x128,1612320,226931090,96084075
256x256,14896230,1797860145,673734305
2x2,165,505,145
4x4,275,6315,4640
8x8,790,53785,37480
16x16,4010,438755,274205
32x32,27105,3505765,1943695
64x64,203580,28185805,13640260
128x128,1606190,226575430,96559080
256x256,14559920,1798072810,674056180
2x2,155,510,140
4x4,245,6360,4590
8x8,920,53635,38025
16x16,4015,436250,274880
32x32,26945,3511580,1970330
64x64,204655,28241520,13646335
128x128,1629745,225851555,96132475
256x256,14776805,1798640050,674145890
2x2,155,510,140
4x4,270,6495,4590
8x8,795,53640,37725
16x16,4275,433945,273175
32x32,27105,3512325,1944075
64x64,204285,28181475,13655390
128x128,1610425,225509810,96007555
256x256,14641635,1798019990,674641610
2x2,180,515,145
4x4,285,6315,4630
8x8,795,53940,37495
16x16,3995,438135,273745
32x32,27325,3530265,1938530
64x64,204225,28178625,13650625
128x128,1604715,225749415,96167150
256x256,15382070,1797483270,674147360
2x2,165,515,145
4x4,305,6300,4600
8x8,800,54330,38680
16x16,4015,438130,274590
32x32,27200,3514570,1934655
64x64,203345,28193105,13688260
128x128,1610335,225651240,96045110
256x256,14966650,1798470695,674281900
2x2,160,510,135
4x4,225,6350,4755
8x8,785,53765,37790
16x16,4260,435485,294160
32x32,27305,3510765,1939220
64x64,204590,28160130,13671740
128x128,1603655,225675710,96244190
256x256,14691875,1798126020,674337505
2x2,170,515,135
4x4,305,6415,4570
8x8,800,53685,37680
16x16,4175,438035,275790
32x32,27020,3528910,1947990
64x64,204505,28222720,13668135
128x128,1622960,225791220,96320920
256x256,14833170,1798700345,675026780
2x2,170,520,140
4x4,280,6315,4610
8x8,795,54865,37815
16x16,4025,439250,275280
32x32,27060,3513560,1944745
64x64,203690,28172500,13709550
128x128,1607270,225622155,96124565
256x256,14907345,1799004965,674120305
2x2,165,515,150
4x4,275,6250,4720
8x8,810,53695,37560
16x16,4025,436900,294195
32x32,27750,3512005,1937075
64x64,204555,28259520,13671040
128x128,1611595,226009125,96336240
256x256,14874955,1798707750,674088670
2x2,180,530,140
4x4,245,6360,4755
8x8,785,54035,37785
16x16,4145,438920,275025
32x32,27035,3534220,1938450
64x64,203795,28147410,13670025
128x128,1641870,225775790,96116480
256x256,14860160,1799503950,674360495
2x2,160,515,140
4x4,230,6315,4640
8x8,800,54025,37845
16x16,4020,437295,274605
32x32,27250,3516870,1940765
64x64,203585,28273070,13780805
128x128,1610045,225963490,96219175
256x256,14717365,1799523655,673913805
2x2,140,525,160
4x4,295,6290,4765
8x8,795,55375,37785
16x16,4135,437365,275620
32x32,27010,3520385,1969315
64x64,204185,28172845,13660230
128x128,1605855,225486360,96267480
256x256,14815050,1797774750,674371325
2x2,160,515,135
4x4,305,6305,4640
8x8,820,53890,37730
16x16,4010,437155,274150
32x32,27435,3588865,1965730
64x64,203510,28209080,13758175
128x128,1621200,225779065,96259125
256x256,14779315,1798676700,674599035
2x2,170,520,180
4x4,235,6290,4865
8x8,790,54075,38085
16x16,4020,438410,274200
32x32,27030,3488355,1933645
64x64,204365,28273015,13665695
128x128,1604395,225799485,96494005
256x256,14886240,1799064120,673999475
2x2,165,530,155
4x4,305,6540,4655
8x8,805,54070,37740
16x16,4010,438370,276855
32x32,27290,3522040,1952365
64x64,204390,28254110,13662535
128x128,1608430,225899650,96138050
256x256,14653725,1800330700,675099820
2x2,160,510,135
4x4,290,6365,4545
8x8,795,53270,38405
16x16,4015,437555,273990
32x32,27005,3523600,1942725
64x64,203620,28216480,13684035
128x128,1606670,225470945,95959070
256x256,14914320,1799509400,675190280
2x2,155,515,135
4x4,305,6305,4610
8x8,795,54115,37595
16x16,4035,438235,274720
32x32,27350,3512405,1946115
64x64,204445,28219430,13812305
128x128,1609650,225137405,96137055
256x256,14741185,1800502130,675291910
2x2,160,515,135
4x4,305,6295,4600
8x8,800,54115,38235
16x16,4025,439295,277610
32x32,27215,3531620,1940175
64x64,204455,28209245,13682010
128x128,1608115,226136130,95925220
256x256,15032445,1800018290,674296645
2x2,160,520,145
4x4,300,6305,4640
8x8,805,54220,37985
16x16,4020,437980,276925
32x32,27030,3518480,1946230
64x64,204705,28239065,13635280
128x128,1614355,225824510,95944245
256x256,14883665,1800071925,674150305
2x2,155,515,145
4x4,300,6330,4890
8x8,795,54595,37845
16x16,4285,437085,273945
32x32,27225,3529135,1947020
64x64,204195,28134450,13742590
128x128,1607790,226256320,95959350
256x256,14939740,1798144120,674809800
2x2,155,515,140
4x4,295,6275,4585
8x8,795,54285,38035
16x16,4035,438845,276015
32x32,27080,3514130,1940880
64x64,203650,28242370,13673185
128x128,1606975,225817595,96260570
256x256,15051475,1799048075,675436615
2x2,165,510,140
4x4,305,6410,4635
8x8,790,53895,38070
16x16,4235,437230,276225
32x32,26985,3544495,2050595
64x64,204100,28200885,13683630
128x128,1604245,226163645,95959920
256x256,14881280,1799827650,673378625
2x2,145,525,140
4x4,305,6345,4580
8x8,795,54505,37940
16x16,4010,437955,275205
32x32,27170,3549700,1939580
64x64,205165,28051105,13729130
128x128,1609430,225674810,96110735
256x256,14799105,1797931010,675020510
2x2,155,515,145
4x4,290,6280,4625
8x8,800,54025,38240
16x16,4025,440225,274775
32x32,27180,3510570,1981680
64x64,240405,28240955,13639005
128x128,1602445,225942180,96227915
256x256,14848100,1798321320,674520685
2x2,145,515,135
4x4,305,6325,4635
8x8,800,54220,37930
16x16,3990,463950,274985
32x32,27135,3510670,1939475
64x64,204365,28232690,13672845
128x128,1605765,225641460,95900325
256x256,14753820,1800489175,674649860
2x2,150,510,135
4x4,250,6450,4595
8x8,800,54155,37850
16x16,4015,439445,276030
32x32,27050,3517750,1941610
64x64,203995,28171005,13668050
128x128,1604770,225511600,96028840
256x256,14332585,1799104855,674118710
2x2,165,510,135
4x4,240,6310,4635
8x8,800,54045,37760
16x16,4945,437205,273495
32x32,27395,3512220,1970955
64x64,203595,28206330,13671910
128x128,1610465,225848430,96354420
256x256,14670195,1800659755,673803100
2x2,155,530,145
4x4,220,6290,4640
8x8,795,54265,38045
16x16,4020,443030,274065
32x32,27205,3539900,1946740
64x64,204780,28244770,13728825
128x128,1604925,225689825,96012400
256x256,14686895,1800325855,674691695
2x2,175,515,135
4x4,285,6335,4615
8x8,790,54000,37695
16x16,4005,441535,273610
32x32,27270,3506155,1948225
64x64,203340,28200600,13694525
128x128,1614480,226074415,96180175
256x256,14701540,1800247550,674308090
2x2,165,510,145
4x4,260,6240,4585
8x8,790,53585,43735
16x16,5160,474970,273830
32x32,26970,3513270,1940225
64x64,204180,28212615,13674810
128x128,1604535,225566225,96176870
256x256,14821040,1799453950,674597980
2x2,155,515,140
4x4,255,6330,4625
8x8,795,78760,41210
16x16,4645,437390,274450
32x32,27250,3493100,1962885
64x64,203195,28214240,13673390
128x128,1607350,226180100,95979785
256x256,14664525,1800649945,674991465
2x2,150,520,135
4x4,245,6420,4615
8x8,800,53755,40490
16x16,4010,438310,274355
32x32,26995,3520200,1943540
64x64,203910,28204365,13661415
128x128,1602490,226034935,96006105
256x256,14863210,1799303800,674997130
2x2,165,510,140
4x4,240,6305,4620
8x8,800,54480,39075
16x16,4030,439210,273915
32x32,27210,3507170,1947230
64x64,205145,28192590,13660120
128x128,1606365,225775220,96067085
256x256,14931670,1798158840,675173270
2x2,150,515,150
4x4,270,6350,4615
8x8,795,53810,38500
16x16,4015,457230,271925
32x32,27960,3514950,1941140
64x64,204105,28154255,13628080
128x128,1601575,225894975,95960605
256x256,14872765,1802569420,674629345
2x2,155,535,135
4x4,300,6350,4630
8x8,785,54310,37945
16x16,4040,441720,276450
32x32,27385,3511490,1943605
64x64,203905,28159420,13662405
128x128,1607075,225827150,96049390
256x256,14802025,1798568390,674706710
2x2,155,540,140
4x4,230,6275,4630
8x8,805,53630,37870
16x16,4030,437805,273820
32x32,27315,3519730,1939775
64x64,203870,28173215,13659595
128x128,1618375,225892740,96212330
256x256,14858800,1798948365,674943680
2x2,160,510,145
4x4,240,6280,4620
8x8,800,54160,37650
16x16,4025,437155,274295
32x32,27530,3523105,1955980
64x64,210350,28232660,13681335
128x128,1603450,226107875,96028025
256x256,14675145,1798775340,675000090
2x2,155,525,145
4x4,305,6375,4630
8x8,795,53985,38145
16x16,3995,438150,272860
32x32,26950,3520070,1961635
64x64,210780,28167435,13701330
128x128,1606400,225839150,96050045
256x256,14834490,1798747560,675037735
2x2,155,520,145
4x4,265,6295,4605
8x8,810,53820,37680
16x16,4025,439015,274980
32x32,27230,3504270,1947245
64x64,203865,28228005,13677915
128x128,1604915,225863520,96125840
256x256,14813120,1798703585,675078190
2x2,155,515,135
4x4,255,6315,4620
8x8,795,54105,39135
16x16,4225,437175,272850
32x32,26960,3527830,1934570
64x64,203900,28272605,13664375
128x128,1605355,226191265,96162355
256x256,15011460,1799316120,674641355
2x2,160,510,140
4x4,410,6325,4640
8x8,785,53875,37970
16x16,4020,438625,273500
32x32,27125,3543230,1942060
64x64,203335,28233970,13631885
128x128,1613485,226029620,96163235
256x256,14916505,1799807045,674749495
2x2,155,510,150
4x4,305,6320,4635
8x8,795,54095,38130
16x16,4025,438195,297595
32x32,27165,3502890,1944925
64x64,204660,28210575,13645015
128x128,1603985,225815940,96313550
256x256,14966820,1798665225,674823515
2x2,135,520,135
4x4,305,6435,5190
8x8,780,54000,37545
16x16,4160,436950,273970
32x32,27095,3521470,1939545
64x64,204430,28143900,13648030
128x128,1630640,225931090,96083835
256x256,14694565,1799625845,674975735
2x2,160,525,145
4x4,290,6300,4630
8x8,785,53665,38200
16x16,4015,434250,273480
32x32,27135,3552850,1937635
64x64,203810,28135835,13638315
128x128,1602970,225884615,96078540
256x256,14853485,1798802020,674716550
2x2,155,510,145
4x4,280,6315,4605
8x8,795,53615,37710
16x16,4050,437985,273575
32x32,27285,3512715,1945555
64x64,203580,28375795,13693015
128x128,1608650,225783715,96250280
256x256,14755735,1798720615,675663065
2x2,160,520,145
4x4,230,6450,4620
8x8,800,54155,37980
16x16,4040,436870,276010
32x32,27265,3595370,1963835
64x64,205400,28714390,13870910
128x128,1646825,229285655,97586905
256x256,15501590,1800659470,674833005
2x2,165,510,145
4x4,220,6240,4550
8x8,780,54335,38045
16x16,4015,438600,274615
32x32,27050,3515925,1958280
64x64,203245,28211665,13691785
128x128,1605455,226140435,96193810
256x256,14647265,1798894285,673970460
2x2,165,520,135
4x4,300,6330,4615
8x8,795,53850,37790
16x16,4015,458535,274100
32x32,27100,3520690,1950285
64x64,203690,28205835,13630285
128x128,1603500,225919715,96106005
256x256,14887090,1798251715,673180940
2x2,170,535,150
4x4,290,6350,4600
8x8,790,54290,37775
16x16,4015,439445,274335
32x32,27205,3515010,1968380
64x64,203985,28171270,13645565
128x128,1614325,225694940,96118420
256x256,14726395,1797827115,673451630
2x2,180,515,130
4x4,240,6405,4615
8x8,785,53630,37745
16x16,4025,435185,275635
32x32,27045,3509715,1933125
64x64,203870,28222815,13639185
128x128,1612330,225954755,96071095
256x256,14824250,1797656215,673541120
2x2,155,515,160
4x4,260,6325,4585
8x8,805,53410,37275
16x16,4015,437765,273885
32x32,27045,3541185,1942025
64x64,204100,28183510,13669720
128x128,1612140,225649655,96116010
256x256,14609690,1797853880,673857415
2x2,150,510,140
4x4,300,6460,4615
8x8,795,53965,37790
16x16,4005,437440,273095
32x32,27015,3508940,1936895
64x64,204025,28216385,13635955
128x128,1603220,225794735,96058505
256x256,14817005,1797688595,673644680
2x2,155,520,140
4x4,240,6340,4605
8x8,795,54000,37725
16x16,4020,438705,274260
32x32,27300,3506215,1938990
64x64,205425,28167665,13695550
128x128,1605750,225727380,96078770
256x256,14710160,1797354110,674103625
2x2,160,520,135
4x4,275,6550,4845
8x8,805,54160,38235
16x16,4255,442235,276910
32x32,27415,3564510,1951690
64x64,211035,28340230,13693715
128x128,1620930,225581720,96393685
256x256,14853340,1797422525,674580995
2x2,155,525,150
4x4,305,6360,4625
8x8,795,54140,37280
16x16,4025,435015,275285
32x32,27090,3524295,1952465
64x64,203650,28190370,13697680
128x128,1606620,225525510,96090885
256x256,14692740,1797376525,673633055
2x2,185,530,135
4x4,300,6445,4595
8x8,795,53885,37980
16x16,4040,439895,276505
32x32,27100,3546115,1950300
64x64,204440,28277280,13666200
128x128,1601760,226019390,96100915
256x256,14791140,1797984470,673515820
2x2,170,510,140
4x4,305,6305,4605
8x8,800,54100,37680
16x16,4005,441175,276220
32x32,27340,3512730,1958570
64x64,203910,28186070,13679225
128x128,1606595,225678465,96008135
256x256,14679775,1797316960,673713925
2x2,160,510,140
4x4,230,6480,4645
8x8,790,54715,38005
16x16,4050,438865,273090
32x32,26955,3521490,1934915
64x64,204235,28097700,13728430
128x128,1644605,225692925,96157935
256x256,14848890,1799363280,673797200
2x2,175,520,150
4x4,235,6310,4585
8x8,795,53765,37990
16x16,4005,440690,276335
32x32,34585,3539720,1932010
64x64,203655,28285375,13656750
128x128,1605875,225946905,96043465
256x256,14688005,1797797015,673754795
2x2,170,530,140
4x4,270,6355,4590
8x8,785,53760,37625
16x16,4025,435340,273570
32x32,27060,3515060,1970385
64x64,203600,28160655,13645400
128x128,1601630,225644440,96254805
256x256,14793460,1797748585,674192430
2x2,140,635,135
4x4,290,6355,4625
8x8,795,53765,37975
16x16,4025,440185,272940
32x32,27135,3515415,1939850
64x64,209185,28204325,13671185
128x128,1606160,225667110,96140840
256x256,14707315,1796581435,673800275
2x2,170,530,140
4x4,300,6270,4580
8x8,790,53915,37910
16x16,4025,437500,272605
32x32,27150,3537800,1936885
64x64,204175,28210365,13649610
128x128,1604060,225568130,96035150
256x256,14793905,1797579650,673400280
2x2,155,520,150
4x4,225,6325,4610
8x8,790,53915,37455
16x16,4035,436320,276405
32x32,27215,3539830,1941500
64x64,203390,28405170,13669285
128x128,1605760,225671000,95925820
256x256,14884525,1798306455,673527670
2x2,155,530,135
4x4,305,6290,4590
8x8,810,53855,38720
16x16,4000,438585,273195
32x32,27085,3510900,1938115
64x64,203355,28207100,13661490
128x128,1609765,225693850,96083050
256x256,14793585,1799428390,673507815
2x2,155,525,155
4x4,305,6270,4580
8x8,790,53820,37920
16x16,4010,436845,275870
32x32,27375,3525490,1939585
64x64,203315,28162270,13683485
128x128,1605390,225395120,96143245
256x256,14797235,1797338550,673762610
2x2,155,520,135
4x4,305,6485,4585
8x8,805,54360,37825
16x16,4210,437155,275760
32x32,27025,3514700,1940320
64x64,203880,28180890,13681020
128x128,1601705,225610665,96143715
256x256,14909845,1797644675,673272240
2x2,155,510,135
4x4,305,6290,4595
8x8,800,53515,37330
16x16,4030,434245,275455
32x32,27215,3507110,1937105
64x64,204600,28186010,13648370
128x128,1610430,225898625,96234550
256x256,14800530,1797450370,673516075
2x2,150,525,150
4x4,300,6295,4630
8x8,800,53580,37835
16x16,4000,438590,274460
32x32,27070,3521715,1937845
64x64,203815,28113745,13676170
128x128,1603530,225653325,96343100
256x256,14863555,1797436475,673678770
2x2,155,515,155
4x4,305,6345,4595
8x8,800,54810,37250
16x16,4025,438315,274775
32x32,27120,3503995,1951390
64x64,203450,28149860,13654660
128x128,1628355,226024425,96081500
256x256,14725220,1798080095,673699045
2x2,175,525,145
4x4,305,6305,4590
8x8,800,54005,37890
16x16,4025,437895,272895
32x32,27075,3508555,1945095
64x64,203615,28171330,13654805
128x128,1601635,225463770,96091230
256x256,14804705,1798616240,673954890
2x2,160,520,135
4x4,305,6605,4575
8x8,790,54145,37555
16x16,4325,439905,273750
32x32,27075,3516045,1938780
64x64,203575,28192535,13683580
128x128,1609145,226006920,96124310
256x256,14724755,1797927415,674144850
2x2,170,510,145
4x4,305,6305,4630
8x8,900,54350,38040
16x16,4020,436715,274980
32x32,26940,3514870,1940550
64x64,204000,28229870,13661295
128x128,1607185,225877025,96107795
256x256,14830690,1797681795,673545325
2x2,150,520,130
4x4,250,6335,4595
8x8,790,53725,37760
16x16,4055,436110,273070
32x32,27500,3537465,1944900
64x64,203805,28163745,13635000
128x128,1608145,225713405,96016440
256x256,14738425,1798879360,674242745
2x2,160,515,135
4x4,260,6295,4600
8x8,800,54190,38210
16x16,4000,440820,275010
32x32,27150,3520585,1961040
64x64,204275,28226140,13688345
128x128,1603435,225332275,96183440
256x256,14808805,1799390685,673450490
2x2,145,525,160
4x4,215,6290,4580
8x8,805,53965,37930
16x16,4245,455440,275985
32x32,27415,3500740,1941650
64x64,203210,28120935,13639720
128x128,1616340,226069325,96456435
256x256,14772110,1798275355,674102130
2x2,155,510,140
4x4,285,6300,4750
8x8,795,54180,38045
16x16,4145,438155,273030
32x32,26935,3520680,1969350
64x64,205755,28184660,13683285
128x128,1609115,225675050,96113515
256x256,14803380,1797261000,674028220
2x2,165,520,140
4x4,300,6330,4635
8x8,805,53975,37695
16x16,4060,436805,273675
32x32,27150,3499630,1948160
64x64,203990,28173570,13700690
128x128,1619505,225810615,96149700
256x256,14766640,1797490195,673471305
2x2,170,520,150
4x4,235,6360,4625
8x8,795,53210,37925
16x16,4015,437710,274555
32x32,27070,3532735,1941295
64x64,206205,28153505,13652905
128x128,1609485,225814690,96084220
256x256,14880020,1797479995,674459285
2x2,170,525,140
4x4,275,6285,4615
8x8,800,54945,38605
16x16,4060,441405,276825
32x32,27550,3544950,1959715
64x64,205895,28592510,13852590
128x128,1626495,225689705,96170975
256x256,14686450,1798365860,675182845
2x2,155,515,145
4x4,265,6325,4620
8x8,790,53945,37965
16x16,4035,436845,273285
32x32,27445,3497255,1938015
64x64,205255,28508255,13661965
128x128,1612335,225807470,96155325
256x256,14974460,1797506100,673852905
2x2,265,730,220
4x4,410,9015,6620
8x8,1250,69910,37270
16x16,4025,435520,274405
32x32,27170,3537930,1934985
64x64,204770,28175595,13635615
128x128,1611225,225824480,96149460
256x256,14718830,1797406945,673485285
2x2,160,520,135
4x4,230,6340,4600
8x8,800,54175,37780
16x16,4050,439145,275075
32x32,27020,3518395,1936230
64x64,203875,28087055,13686525
128x128,1607440,225877390,96074095
256x256,14727960,1797732640,673851010
2x2,165,515,145
4x4,285,6220,4575
8x8,785,53465,37615
16x16,4030,438070,275200
32x32,27405,3524790,1954650
64x64,203480,28219540,13672225
128x128,1623280,225716165,96067160
256x256,14772225,1796966740,673509695
2x2,165,515,155
4x4,230,6315,4745
8x8,910,53795,37865
16x16,4015,435920,272075
32x32,27145,3511130,1964940
64x64,204065,28168500,13645785
128x128,1603505,225688000,95976020
256x256,14510620,1797429175,673436760
2x2,150,510,140
4x4,300,6345,4605
8x8,795,53965,37940
16x16,4020,436155,273885
32x32,27230,3501075,1942150
64x64,204060,28204820,13653080
128x128,1609860,225828790,96160360
256x256,14186865,1796897750,673722185
2x2,265,715,220
4x4,370,6330,4555
8x8,790,53540,37380
16x16,4015,436665,274540
32x32,27340,3535070,1940850
64x64,203795,28186455,13680435
128x128,1608630,225804505,96106510
256x256,14126015,1797888730,673978155
2x2,160,510,130
4x4,305,6350,4605
8x8,800,54365,38075
16x16,4015,437160,273795
32x32,26975,3509565,1968050
64x64,203475,28147635,13652390
128x128,1605295,225720625,96072600
256x256,14080965,1797776480,673810385
2x2,165,515,150
4x4,305,6280,4560
8x8,790,54240,37900
16x16,4030,438505,274190
32x32,27000,3500705,1949300
64x64,205290,28277235,13646765
128x128,1606555,225830255,96093690
256x256,14110565,1797928570,673597700
2x2,170,525,140
4x4,235,6380,4685
8x8,1155,55080,37660
16x16,4015,435645,273480
32x32,27100,3531280,1935430
64x64,204050,28180730,13832270
